shortcode,kind,url,status,attempts,post_like_count,repost_count,captured_comments,displayed_comment_count,target_comment_count,target_comment_source,capture_rate_estimate,unique_commenters,total_comment_likes,mean_comment_likes,median_comment_likes,mean_text_length,median_text_length,posted_at,stop_reason,exhaustion_reason,effective_concurrency,worker_id,active_hydrated_at,active_hydrate_ms,hydrate_visibility_state,hydrate_comments_found,hydrate_target_comment_count,active_scrape_started_at,active_scrape_finished_at,active_scroll_rounds,active_visibility_states,background_scroll_visibility_states,caption_preview
Be32eQkA7il,p,https://www.instagram.com/thedogist/p/Be32eQkA7il/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Be3YIDDAPCg,p,https://www.instagram.com/thedogist/p/Be3YIDDAPCg/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Be1NSGSDnUR,p,https://www.instagram.com/thedogist/p/Be1NSGSDnUR/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Beytb92DRyu,p,https://www.instagram.com/thedogist/p/Beytb92DRyu/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bevgkvgjt4D,p,https://www.instagram.com/thedogist/p/Bevgkvgjt4D/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bes-0yBjgGJ,p,https://www.instagram.com/thedogist/p/Bes-0yBjgGJ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Beq7N6gj-vf,p,https://www.instagram.com/thedogist/p/Beq7N6gj-vf/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Beqgq_6jxMB,p,https://www.instagram.com/thedogist/p/Beqgq_6jxMB/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeoGFEDDGda,p,https://www.instagram.com/thedogist/p/BeoGFEDDGda/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Belqv0iDdXz,p,https://www.instagram.com/thedogist/p/Belqv0iDdXz/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BejSTwODG3r,p,https://www.instagram.com/thedogist/p/BejSTwODG3r/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeigcnADw-9,p,https://www.instagram.com/thedogist/p/BeigcnADw-9/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BegVyxWjGI9,p,https://www.instagram.com/thedogist/p/BegVyxWjGI9/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeeBCd7jXuB,p,https://www.instagram.com/thedogist/p/BeeBCd7jXuB/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BedWvGYjZL9,p,https://www.instagram.com/thedogist/p/BedWvGYjZL9/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BebdDPgj6-O,p,https://www.instagram.com/thedogist/p/BebdDPgj6-O/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeZGC-MDZ2y,p,https://www.instagram.com/thedogist/p/BeZGC-MDZ2y/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeYUt19DPfl,p,https://www.instagram.com/thedogist/p/BeYUt19DPfl/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeWjGMWDJ37,p,https://www.instagram.com/thedogist/p/BeWjGMWDJ37/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeV4a8DDIC0,p,https://www.instagram.com/thedogist/p/BeV4a8DDIC0/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeTyq8LDKxC,p,https://www.instagram.com/thedogist/p/BeTyq8LDKxC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeTUOmIDq0q,p,https://www.instagram.com/thedogist/p/BeTUOmIDq0q/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeRWO2ejN7t,p,https://www.instagram.com/thedogist/p/BeRWO2ejN7t/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeQ6bEqjEKs,p,https://www.instagram.com/thedogist/p/BeQ6bEqjEKs/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeO8rk5D9kN,p,https://www.instagram.com/thedogist/p/BeO8rk5D9kN/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeOhx47D6c2,p,https://www.instagram.com/thedogist/p/BeOhx47D6c2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeMV5zUDH_9,p,https://www.instagram.com/thedogist/p/BeMV5zUDH_9/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeLnXHmDudX,p,https://www.instagram.com/thedogist/p/BeLnXHmDudX/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeJoowLjOI4,p,https://www.instagram.com/thedogist/p/BeJoowLjOI4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeI_bXojYCt,p,https://www.instagram.com/thedogist/p/BeI_bXojYCt/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeG5yxzDxPh,p,https://www.instagram.com/thedogist/p/BeG5yxzDxPh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeGNHDPD9Pr,p,https://www.instagram.com/thedogist/p/BeGNHDPD9Pr/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeEeiC_Dpdd,p,https://www.instagram.com/thedogist/p/BeEeiC_Dpdd/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeD_OeLjEh2,p,https://www.instagram.com/thedogist/p/BeD_OeLjEh2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeCHhaXj8Zu,p,https://www.instagram.com/thedogist/p/BeCHhaXj8Zu/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BeBwgTYDUs2,p,https://www.instagram.com/thedogist/p/BeBwgTYDUs2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bd_NqMPj7Yf,p,https://www.instagram.com/thedogist/p/Bd_NqMPj7Yf/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bd-eBXAj0aS,p,https://www.instagram.com/thedogist/p/Bd-eBXAj0aS/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bd89QItDPcw,p,https://www.instagram.com/thedogist/p/Bd89QItDPcw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bd8AubnD0ZP,p,https://www.instagram.com/thedogist/p/Bd8AubnD0ZP/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bd6EjhJDlK6,p,https://www.instagram.com/thedogist/p/Bd6EjhJDlK6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bd5m1kzjYNc,p,https://www.instagram.com/thedogist/p/Bd5m1kzjYNc/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bd3uQweDuBQ,p,https://www.instagram.com/thedogist/p/Bd3uQweDuBQ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bd3GdM6jfui,p,https://www.instagram.com/thedogist/p/Bd3GdM6jfui/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bd1MycRDFNt,p,https://www.instagram.com/thedogist/p/Bd1MycRDFNt/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bd0nTwUD2xY,p,https://www.instagram.com/thedogist/p/Bd0nTwUD2xY/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdyPVIaDTdW,p,https://www.instagram.com/thedogist/p/BdyPVIaDTdW/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdxoI-8jkEq,p,https://www.instagram.com/thedogist/p/BdxoI-8jkEq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bdv8zj5DCh9,p,https://www.instagram.com/thedogist/p/Bdv8zj5DCh9/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdvIuvRjGas,p,https://www.instagram.com/thedogist/p/BdvIuvRjGas/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdtMfHNDbNJ,p,https://www.instagram.com/thedogist/p/BdtMfHNDbNJ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdsvnpjjjN_,p,https://www.instagram.com/thedogist/p/BdsvnpjjjN_/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdqLhI-DrDS,p,https://www.instagram.com/thedogist/p/BdqLhI-DrDS/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdoUdbXjfOy,p,https://www.instagram.com/thedogist/p/BdoUdbXjfOy/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdnzuyQD2W6,p,https://www.instagram.com/thedogist/p/BdnzuyQD2W6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdloTs0DNKX,p,https://www.instagram.com/thedogist/p/BdloTs0DNKX/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdlAGKrDITm,p,https://www.instagram.com/thedogist/p/BdlAGKrDITm/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdjCUL5D7kZ,p,https://www.instagram.com/thedogist/p/BdjCUL5D7kZ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdiZ2-Aj-93,p,https://www.instagram.com/thedogist/p/BdiZ2-Aj-93/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bdgwaa-jqEs,p,https://www.instagram.com/thedogist/p/Bdgwaa-jqEs/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdgVPt6jl-D,p,https://www.instagram.com/thedogist/p/BdgVPt6jl-D/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bdf_VALDgNq,p,https://www.instagram.com/thedogist/p/Bdf_VALDgNq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BddwKi5DHvn,p,https://www.instagram.com/thedogist/p/BddwKi5DHvn/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bdc6zs1jfsB,p,https://www.instagram.com/thedogist/p/Bdc6zs1jfsB/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdbONgSDB6s,p,https://www.instagram.com/thedogist/p/BdbONgSDB6s/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdauVYDDvgP,p,https://www.instagram.com/thedogist/p/BdauVYDDvgP/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdZKczbDJ_q,p,https://www.instagram.com/thedogist/p/BdZKczbDJ_q/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdYMBNeDcGN,p,https://www.instagram.com/thedogist/p/BdYMBNeDcGN/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdWM7LiDOx7,p,https://www.instagram.com/thedogist/p/BdWM7LiDOx7/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdVRQxHjdTe,p,https://www.instagram.com/thedogist/p/BdVRQxHjdTe/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdTx5FsjrDV,p,https://www.instagram.com/thedogist/p/BdTx5FsjrDV/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdTHjOLDEqw,p,https://www.instagram.com/thedogist/p/BdTHjOLDEqw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdQ5V6TDP-4,p,https://www.instagram.com/thedogist/p/BdQ5V6TDP-4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdQJwteDvHt,p,https://www.instagram.com/thedogist/p/BdQJwteDvHt/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdOrqboDq52,p,https://www.instagram.com/thedogist/p/BdOrqboDq52/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdN_f2UDwOi,p,https://www.instagram.com/thedogist/p/BdN_f2UDwOi/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdNqidyj3b-,p,https://www.instagram.com/thedogist/p/BdNqidyj3b-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdLoOAbDokw,p,https://www.instagram.com/thedogist/p/BdLoOAbDokw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdLGSnPDVKu,p,https://www.instagram.com/thedogist/p/BdLGSnPDVKu/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdJbta1jRYG,p,https://www.instagram.com/thedogist/p/BdJbta1jRYG/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdI0yVYjo26,p,https://www.instagram.com/thedogist/p/BdI0yVYjo26/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdIaRgljNbN,p,https://www.instagram.com/thedogist/p/BdIaRgljNbN/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdG-aybDTup,p,https://www.instagram.com/thedogist/p/BdG-aybDTup/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdGDjuajhG2,p,https://www.instagram.com/thedogist/p/BdGDjuajhG2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdECaX5jNkQ,p,https://www.instagram.com/thedogist/p/BdECaX5jNkQ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdDdoCmDNMr,p,https://www.instagram.com/thedogist/p/BdDdoCmDNMr/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdBnLo5jLqT,p,https://www.instagram.com/thedogist/p/BdBnLo5jLqT/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BdA2E5jjRba,p,https://www.instagram.com/thedogist/p/BdA2E5jjRba/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc-vbMCjp53,p,https://www.instagram.com/thedogist/p/Bc-vbMCjp53/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc-Sr6EDHrw,p,https://www.instagram.com/thedogist/p/Bc-Sr6EDHrw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc8ptm3jGLh,p,https://www.instagram.com/thedogist/p/Bc8ptm3jGLh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc7vQsXjdUQ,p,https://www.instagram.com/thedogist/p/Bc7vQsXjdUQ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc6CndKj5qL,p,https://www.instagram.com/thedogist/p/Bc6CndKj5qL/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc5UkOnD8iV,p,https://www.instagram.com/thedogist/p/Bc5UkOnD8iV/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc42ttZjNwq,p,https://www.instagram.com/thedogist/p/Bc42ttZjNwq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc3cv9wDwT4,p,https://www.instagram.com/thedogist/p/Bc3cv9wDwT4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc27B6vDboz,p,https://www.instagram.com/thedogist/p/Bc27B6vDboz/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc2cj3KDLvu,p,https://www.instagram.com/thedogist/p/Bc2cj3KDLvu/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc0rXtJj4Ae,p,https://www.instagram.com/thedogist/p/Bc0rXtJj4Ae/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bc0VgsxDkmx,p,https://www.instagram.com/thedogist/p/Bc0VgsxDkmx/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bcz8xCSj-Rk,p,https://www.instagram.com/thedogist/p/Bcz8xCSj-Rk/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcyWDeCjJPc,p,https://www.instagram.com/thedogist/p/BcyWDeCjJPc/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcxtWVvjGhR,p,https://www.instagram.com/thedogist/p/BcxtWVvjGhR/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcxTW2snYWs,p,https://www.instagram.com/thedogist/p/BcxTW2snYWs/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcvnNGgjJNg,p,https://www.instagram.com/thedogist/p/BcvnNGgjJNg/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcvM2Q0j5UU,p,https://www.instagram.com/thedogist/p/BcvM2Q0j5UU/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcusGIVDzoM,p,https://www.instagram.com/thedogist/p/BcusGIVDzoM/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bcs8mLWDZBD,p,https://www.instagram.com/thedogist/p/Bcs8mLWDZBD/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcspS20D-SO,p,https://www.instagram.com/thedogist/p/BcspS20D-SO/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcsHvKxDsxI,p,https://www.instagram.com/thedogist/p/BcsHvKxDsxI/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcqKzk0HzeB,p,https://www.instagram.com/thedogist/p/BcqKzk0HzeB/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcpeBQPjlL5,p,https://www.instagram.com/thedogist/p/BcpeBQPjlL5/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcnyrUjjcQ-,p,https://www.instagram.com/thedogist/p/BcnyrUjjcQ-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcnH5J7D6VT,p,https://www.instagram.com/thedogist/p/BcnH5J7D6VT/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BclbnwIj3vC,p,https://www.instagram.com/thedogist/p/BclbnwIj3vC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BckvutyDsFC,p,https://www.instagram.com/thedogist/p/BckvutyDsFC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcisIg_jw9E,p,https://www.instagram.com/thedogist/p/BcisIg_jw9E/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BciA7FWj94c,p,https://www.instagram.com/thedogist/p/BciA7FWj94c/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcgI6MJDDH0,p,https://www.instagram.com/thedogist/p/BcgI6MJDDH0/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcfoK0ljo2g,p,https://www.instagram.com/thedogist/p/BcfoK0ljo2g/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcfX8hPjU31,p,https://www.instagram.com/thedogist/p/BcfX8hPjU31/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcdY6LCjo9O,p,https://www.instagram.com/thedogist/p/BcdY6LCjo9O/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bcc4sa4DzHM,p,https://www.instagram.com/thedogist/p/Bcc4sa4DzHM/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcbC8EkjxIU,p,https://www.instagram.com/thedogist/p/BcbC8EkjxIU/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcaXBtbjVru,p,https://www.instagram.com/thedogist/p/BcaXBtbjVru/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcYp1wVD1RN,p,https://www.instagram.com/thedogist/p/BcYp1wVD1RN/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcYKU6Gj0YC,p,https://www.instagram.com/thedogist/p/BcYKU6Gj0YC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcXmdc_jN2P,p,https://www.instagram.com/thedogist/p/BcXmdc_jN2P/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcWNzeoDZSS,p,https://www.instagram.com/thedogist/p/BcWNzeoDZSS/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcVv-8SDyh-,p,https://www.instagram.com/thedogist/p/BcVv-8SDyh-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcVI1KJj7e0,p,https://www.instagram.com/thedogist/p/BcVI1KJj7e0/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcThZPgDnKl,p,https://www.instagram.com/thedogist/p/BcThZPgDnKl/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcS6CIEj6qd,p,https://www.instagram.com/thedogist/p/BcS6CIEj6qd/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcSdD5uDQ3L,p,https://www.instagram.com/thedogist/p/BcSdD5uDQ3L/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcQfBxqD0oo,p,https://www.instagram.com/thedogist/p/BcQfBxqD0oo/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcP0j4Ajmf-,p,https://www.instagram.com/thedogist/p/BcP0j4Ajmf-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcOLOYODPam,p,https://www.instagram.com/thedogist/p/BcOLOYODPam/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcNmUHJjyda,p,https://www.instagram.com/thedogist/p/BcNmUHJjyda/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcNOIzDjyUz,p,https://www.instagram.com/thedogist/p/BcNOIzDjyUz/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcLSUz-j_To,p,https://www.instagram.com/thedogist/p/BcLSUz-j_To/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcKotnlDqsQ,p,https://www.instagram.com/thedogist/p/BcKotnlDqsQ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcIuxsQjEG-,p,https://www.instagram.com/thedogist/p/BcIuxsQjEG-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcH6qXqjNdz,p,https://www.instagram.com/thedogist/p/BcH6qXqjNdz/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcGI7nMnqGz,p,https://www.instagram.com/thedogist/p/BcGI7nMnqGz/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcFkHteHNHa,p,https://www.instagram.com/thedogist/p/BcFkHteHNHa/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcEA7i6jgSI,p,https://www.instagram.com/thedogist/p/BcEA7i6jgSI/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcDU0tXDQlc,p,https://www.instagram.com/thedogist/p/BcDU0tXDQlc/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcCxvQOjcOZ,p,https://www.instagram.com/thedogist/p/BcCxvQOjcOZ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcBZaHLDEaX,p,https://www.instagram.com/thedogist/p/BcBZaHLDEaX/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcA4GSTDy5A,p,https://www.instagram.com/thedogist/p/BcA4GSTDy5A/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BcAOv3Qj63X,p,https://www.instagram.com/thedogist/p/BcAOv3Qj63X/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb--pxAjvUb,p,https://www.instagram.com/thedogist/p/Bb--pxAjvUb/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb-TpMoD0P6,p,https://www.instagram.com/thedogist/p/Bb-TpMoD0P6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb911dGDnyS,p,https://www.instagram.com/thedogist/p/Bb911dGDnyS/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
