shortcode,kind,url,status,attempts,post_like_count,repost_count,captured_comments,displayed_comment_count,target_comment_count,target_comment_source,capture_rate_estimate,unique_commenters,total_comment_likes,mean_comment_likes,median_comment_likes,mean_text_length,median_text_length,posted_at,stop_reason,exhaustion_reason,effective_concurrency,worker_id,active_hydrated_at,active_hydrate_ms,hydrate_visibility_state,hydrate_comments_found,hydrate_target_comment_count,active_scrape_started_at,active_scrape_finished_at,active_scroll_rounds,active_visibility_states,background_scroll_visibility_states,caption_preview
DQm2gBzkXxA,reel,https://www.instagram.com/thedogist/reel/DQm2gBzkXxA/,partial,1,54000,115,413,420,420,view_all_comments_button,0.9833,382,0,0,0,52.89,31,2025-11-03T20:05:40.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T22:56:22.784Z,3159,visible,15,420,2026-06-20T22:56:22.785Z,2026-06-20T22:58:56.848Z,37,visible,visible,"Frankie, mix, Fort Greene Park, Brooklyn, NY • “She’s from @muddypawsrescuenyc – from Kentucky originally. We’ve had her for less than three months. I don’t kno"
DQjp7YdkQrq,p,https://www.instagram.com/thedogist/p/DQjp7YdkQrq/,partial,1,29000,18,32,36,36,view_all_comments_button,0.8889,31,0,0,0,25.13,18.5,2025-11-02T14:17:29.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T22:59:03.910Z,4330,visible,15,36,2026-06-20T22:59:03.910Z,2026-06-20T22:59:31.870Z,13,visible,visible,"thedogistVerified Edited•32wDog names or 1950s jazz quartet? Junie, Stanley, Hudson & Harriet 🎷🎶 The dogs @roywoodjr and I met on the latest episode of DOGS.W"
DQhvQnAkWTB,reel,https://www.instagram.com/thedogist/reel/DQhvQnAkWTB/,partial,1,6955,8,52,57,57,view_all_comments_button,0.9123,51,0,0,0,33.63,22,2025-11-01T20:26:00.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T22:59:38.916Z,4345,visible,16,57,2026-06-20T22:59:38.917Z,2026-06-20T23:00:11.977Z,15,visible,visible,Elsa (The Big Bad Wolf) and I (Little Red Riding Hood) loved all the comments everyone left from my latest show in CT! The Dogist LIVE returns to my hometown ne
DQesUHfERO9,reel,https://www.instagram.com/thedogist/reel/DQesUHfERO9/,partial,1,12000,15,61,63,63,view_all_comments_button,0.9683,57,0,0,0,31.64,22,2025-10-31T16:02:44.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:00:21.386Z,6731,visible,18,63,2026-06-20T23:00:21.387Z,2026-06-20T23:00:57.902Z,16,visible,visible,"Can dogs be Karens? @roywoodjr and I discuss on this latest episode of DOGS, on Youtube."
DQc-u9QEUr6,p,https://www.instagram.com/thedogist/p/DQc-u9QEUr6/,partial,1,38000,79,212,220,220,view_all_comments_button,0.9636,192,0,0,0,36.21,28,2025-10-31T00:22:49.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:01:09.933Z,9119,visible,25,220,2026-06-20T23:01:09.933Z,2026-06-20T23:02:31.986Z,27,visible,visible,thedogistVerified Edited•33wTrick or treat… or maybe just treat or treat? Which is your favorite costume and what’s your pup dressing up as tomorrow? Happy Hall
DQcQTgaiCyj,reel,https://www.instagram.com/susieabromeit/reel/DQcQTgaiCyj/,complete,1,4663,30,28,28,28,view_all_comments_button,1,28,0,0,0,78.96,39.5,2025-10-30T17:20:13.000Z,target_reached,target_reached,1,worker-01,2026-06-20T23:02:37.866Z,3103,visible,15,28,2026-06-20T23:02:37.867Z,2026-06-20T23:02:45.792Z,2,visible,visible,New episode is out now with @thedogist #dog #dogsofinstagram #dogsarethebest #dogsofinsta #dogist #dogstagram #dogslife #dogoftheday #doggo #mathias777dogs #dog
DQcNaOUEWed,reel,https://www.instagram.com/thedogist/reel/DQcNaOUEWed/,partial,1,40000,291,370,371,371,view_all_comments_button,0.9973,353,0,0,0,61.96,36.5,2025-10-31T00:54:32.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:02:54.409Z,4371,visible,16,371,2026-06-20T23:02:54.410Z,2026-06-20T23:04:54.122Z,32,visible,visible,"thedogistVerified Edited•33wI recently visited the @crisiscanines team, one of our 2025 Dogist Fund beneficiaries, at Temple University Hospital in Philadelphia"
DQaaJ-OEYRA,p,https://www.instagram.com/thedogist/p/DQaaJ-OEYRA/,partial,1,34000,26,65,68,68,view_all_comments_button,0.9559,63,0,0,0,34.11,22,2025-10-30T12:07:14.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:05:02.553Z,5529,visible,19,68,2026-06-20T23:05:02.553Z,2026-06-20T23:05:40.754Z,17,visible,visible,"thedogistVerified Edited•33wDo you think I turned @ihatejoelkim into a dog person or was it the pups we ran into on our walk? Leo, Alfie, Bruce, Shaq, Kelly (ad"
DQZjMytES4g,reel,https://www.instagram.com/thedogist/reel/DQZjMytES4g/,partial,1,5115,7,18,19,19,view_all_comments_button,0.9474,18,0,0,0,32.39,20.5,2025-10-29T16:05:03.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:05:50.283Z,6740,visible,18,19,2026-06-20T23:05:50.283Z,2026-06-20T23:06:11.623Z,9,visible,visible,@ihatejoelkim and I come up with canine drag names on today’s episode of DOGS! RuPAW might be my favorite – what’s yours?
DQX0219ES_9,reel,https://www.instagram.com/thedogist/reel/DQX0219ES_9/,partial,1,5202,11,28,37,37,view_all_comments_button,0.7568,28,0,0,0,37.86,27.5,2025-10-29T00:03:58.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:06:17.367Z,3123,visible,14,37,2026-06-20T23:06:17.367Z,2026-06-20T23:06:39.502Z,10,visible,visible,Joel Kim Booster’s childhood dog reminds us that love is love! 🏳️‍🌈 @ihatejoelkim New episode of DOGS tomorrow on YouTube at 12pm ET!
DQUzDMikdxQ,reel,https://www.instagram.com/thedogist/reel/DQUzDMikdxQ/,partial,1,48000,107,162,168,168,view_all_comments_button,0.9643,154,0,0,0,59.9,33.5,2025-10-27T19:49:12.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:06:50.392Z,7964,visible,25,168,2026-06-20T23:06:50.393Z,2026-06-20T23:07:55.406Z,30,visible,visible,"Duncan, Golden Retriever, 49th & Vernon Blvd., Queens, NY • “He’s named after King Duncan from Macbeth. He is very energetic—we thought golden retrievers were s"
DQR_3makRIQ,reel,https://www.instagram.com/thedogist/reel/DQR_3makRIQ/,partial,1,7642,19,26,29,29,view_all_comments_button,0.8966,26,0,0,0,31.92,18,2025-10-26T17:43:24.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:08:01.274Z,3128,visible,14,29,2026-06-20T23:08:01.275Z,2026-06-20T23:08:28.083Z,11,visible,visible,Who would you cast to play a dog in a movie — @ijessewilliams or Willem Dafoe?
DQPlTnoESNh,reel,https://www.instagram.com/thedogist/reel/DQPlTnoESNh/,partial,1,41000,241,251,257,257,view_all_comments_button,0.9767,237,0,0,0,35.07,26,2025-10-25T19:12:54.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:08:36.280Z,5523,visible,23,257,2026-06-20T23:08:36.281Z,2026-06-20T23:10:00.412Z,29,visible,visible,"Tompkins Square Halloween Dog Parade 2025!Petunia, Mochi, George, Mama, Bruce, Konga, Raphie, Agnes, Pepper, Winnie, Ducky and Mac 🎃"
DQNWvUWkTPU,p,https://www.instagram.com/thedogist/p/DQNWvUWkTPU/,partial,1,24000,23,28,29,29,view_all_comments_button,0.9655,26,0,0,0,45.57,36.5,2025-10-24T22:25:52.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:10:07.778Z,4345,visible,17,29,2026-06-20T23:10:07.779Z,2026-06-20T23:10:34.564Z,11,visible,visible,"Have you watched DOGS with @laurabrown99 on YouTube yet? Finn, Peanut, Phoebe, and Poppy say it’s their favorite episode yet 🐾"
DQMripRkbiS,reel,https://www.instagram.com/thedogist/reel/DQMripRkbiS/,partial,1,6327,21,32,33,33,view_all_comments_button,0.9697,28,0,0,0,39.19,24.5,2025-10-24T16:08:56.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:10:45.428Z,6835,visible,17,33,2026-06-20T23:10:45.429Z,2026-06-20T23:11:16.631Z,12,visible,visible,"@laurabrown99 shows off her knowledge of dog breeds in a new episode of DOGS!Thank you @animalhaven for bringing another adorable, adoptable puppy! Watch the fu"
DQKrzYVkf3M,reel,https://www.instagram.com/thedogist/reel/DQKrzYVkf3M/,partial,1,34000,56,149,153,153,view_all_comments_button,0.9739,140,0,0,0,49.15,31,2025-10-23T21:34:40.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:11:26.104Z,6761,visible,18,153,2026-06-20T23:11:26.105Z,2026-06-20T23:12:25.658Z,26,visible,visible,"@ijessewilliams and I met a Schnauzer named Jackson with Eugene Levy-esque eyebrows! Watch the full interview on YouTube, eyebrows and all! 🎥"
DQKGs17EYxt,reel,https://www.instagram.com/thedogist/reel/DQKGs17EYxt/,partial,1,39000,65,214,217,217,view_all_comments_button,0.9862,209,0,0,0,38.13,29,2025-10-23T16:12:09.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:12:31.478Z,3169,visible,15,217,2026-06-20T23:12:31.479Z,2026-06-20T23:13:38.554Z,26,visible,visible,"Bennie, Swiss Shepherd/Australian Shepherd mix, 49th & Vernon Blvd., Queens, NY • “He’s named after Bennie and the Jets, like Elton John. Every night when I go "
DQIAYRtkYSl,reel,https://www.instagram.com/thedogist/reel/DQIAYRtkYSl/,partial,1,34000,78,75,79,79,view_all_comments_button,0.9494,72,0,0,0,34,22,2025-10-22T20:36:52.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:13:46.939Z,5519,visible,23,79,2026-06-20T23:13:46.939Z,2026-06-20T23:14:22.892Z,15,visible,visible,"thedogistVerified Edited•34w@ijessewilliams star shines bright, but can he outshine an adoptable puppy? Watch the full episode on @thedogist YouTube and visit @"
DQHs8PSD6e1,p,https://www.instagram.com/thedogist/p/DQHs8PSD6e1/,partial,1,97000,82,136,146,146,view_all_comments_button,0.9315,131,0,0,0,34.96,20.5,2025-10-22T17:44:26.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:14:32.721Z,6788,visible,23,146,2026-06-20T23:14:32.721Z,2026-06-20T23:15:30.959Z,26,visible,visible,"DOGS with @ijessewilliams is now on YouTube! We met some very photogenic pups on the Upper West Side 😍 Emory, Milo and Jackson 🐾He even proposed a new show fe"
DQFMjvmEWSq,p,https://www.instagram.com/thedogist/p/DQFMjvmEWSq/,partial,1,64000,63,118,123,123,view_all_comments_button,0.9593,117,0,0,0,42.9,33.5,2025-10-21T18:22:59.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:15:36.828Z,3121,visible,14,123,2026-06-20T23:15:36.829Z,2026-06-20T23:16:32.362Z,23,visible,visible,"Here are some of the dogs we got to meet during my last two episodes of DOGS on YouTube, with @janegoodallinst & @shailenewoodley ! From German Shepherds, to Ak"
DQCz3TxkUgU,p,https://www.instagram.com/thedogist/p/DQCz3TxkUgU/,partial,1,17000,44,47,50,50,view_all_comments_button,0.94,46,0,0,0,22.43,12,2025-10-20T20:08:43.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:16:38.332Z,3154,visible,15,50,2026-06-20T23:16:38.333Z,2026-06-20T23:17:08.419Z,14,visible,visible,"ADOPTABLE dogs at @animalleague! I had the pleasure of meeting several long-stay dogs at @animalleague that could use the extra attention: Bobby (7 y/o), Hunter"
DP_rqaxEW78,reel,https://www.instagram.com/thedogist/reel/DP_rqaxEW78/,partial_unknown_target,1,23000,45,119,549,549,og_description_mixed_platform,0.2168,97,0,0,0,100.71,75,2025-10-19T23:29:29.000Z,post_detail_step_timeout,post_detail_step_timeout,1,worker-01,2026-06-20T23:17:20.719Z,9183,visible,37,549,2026-06-20T23:17:20.719Z,2026-06-20T23:17:49.036Z,,,,thedogistVerified Edited•34wElsa and I stopped by @australia ‘s G’Day Dogs truck in SoHo for a Hot-Dogist review. We tried what Australians call a “sausage sizz
DP92PuEEaea,reel,https://www.instagram.com/thedogist/reel/DP92PuEEaea/,partial,1,12000,20,20,21,21,view_all_comments_button,0.9524,19,0,0,0,48.45,22.5,2025-10-18T21:57:37.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:17:57.274Z,5535,visible,17,21,2026-06-20T23:17:57.275Z,2026-06-20T23:18:22.303Z,11,visible,visible,@shailenewoodley reminds us there is no feeling like coming home to your pet!Watch the full episode on @thedogist YouTube!
DP9BjsDEV5M,reel,https://www.instagram.com/thedogist/reel/DP9BjsDEV5M/,partial,1,42000,,347,354,354,view_all_comments_button,0.9802,335,0,0,0,37.35,27,2025-10-18T14:14:59.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:18:30.718Z,5560,visible,31,354,2026-06-20T23:18:30.719Z,2026-06-20T23:19:57.425Z,24,visible,visible,"Parker, Scottish Terrier mix (4 y/o), Gantry Plaza State Park, Queens, NY • “He’s super friendly. He loves to play ball – that’s his favorite game. He’s from @s"
DP7NakjEVQD,reel,https://www.instagram.com/thedogist/reel/DP7NakjEVQD/,partial_unknown_target,1,120000,471,153,2357,2357,og_description_mixed_platform,0.0649,133,0,0,0,78.01,56,2025-10-17T21:20:29.000Z,post_detail_step_timeout,post_detail_step_timeout,1,worker-01,2026-06-20T23:20:09.312Z,9143,visible,22,2357,2026-06-20T23:20:09.313Z,2026-06-20T23:20:37.627Z,,,,"Zuzu, Mini Xoloitzcuintle (4 y/o), Gantry Plaza State Park, Queens, NY • “I only put sunscreen on her when she’s in Mexico. Look at her – she’s super fun! She’s"
DP6ukCuEY9c,reel,https://www.instagram.com/thedogist/reel/DP6ukCuEY9c/,partial_unknown_target,1,20000,42,29,92,92,og_description_mixed_platform,0.3152,27,0,0,0,38.24,26,2025-10-20T16:58:39.000Z,post_detail_step_timeout,post_detail_step_timeout,1,worker-01,2026-06-20T23:20:49.367Z,9177,visible,16,92,2026-06-20T23:20:49.368Z,2026-06-20T23:21:17.686Z,,,,"thedogistVerified Edited•34wI’m in SoHo with actress, advocate, and Mars ambassador @shailenewoodley . I asked Shailene to match each character she’s played wit"
DP4qS0ukUCn,reel,https://www.instagram.com/thedogist/reel/DP4qS0ukUCn/,partial,1,12000,49,46,51,51,view_all_comments_button,0.902,44,0,0,0,68.15,52,2025-10-16T21:36:05.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:21:23.637Z,3132,visible,14,51,2026-06-20T23:21:23.639Z,2026-06-20T23:21:54.515Z,15,visible,visible,"October is Adopt a Shelter Dog Month! This week, I visited @animalleague , where I met so many incredible adoptable dogs — including a “velvet hippo”, Bobby (7 "
DPy1oIokcdz,p,https://www.instagram.com/thedogist/p/DPy1oIokcdz/,partial_unknown_target,1,26000,40,34,272,272,og_description_mixed_platform,0.125,33,0,0,0,30.91,18,2025-10-14T15:16:15.000Z,post_detail_step_timeout,post_detail_step_timeout,1,worker-01,2026-06-20T23:22:06.350Z,9158,visible,15,272,2026-06-20T23:22:06.351Z,2026-06-20T23:22:34.662Z,,,,"I’m thrilled to announce that I have a new show! It’s called DOGS (with me!), Elias Weiss Friedman, and it premieres TOMORROW on YouTube. If you love dogs and d"
DPw4IwbERaA,p,https://www.instagram.com/thedogist/p/DPw4IwbERaA/,partial_unknown_target,1,45000,51,30,212,212,og_description_mixed_platform,0.1415,30,0,0,0,34.77,21,2025-10-13T20:59:42.000Z,post_detail_step_timeout,post_detail_step_timeout,1,worker-01,2026-06-20T23:22:47.191Z,9154,visible,15,212,2026-06-20T23:22:47.191Z,2026-06-20T23:23:16.427Z,,,,"I had the honor of photographing adoptable dogs at each of my recent The Dogist LIVE shows on stage in each city. Every dog deserves a home, and these pups are "
DPrqrQMkQq4,reel,https://www.instagram.com/thedogist/reel/DPrqrQMkQq4/,partial_unknown_target,1,40000,84,61,331,331,og_description_mixed_platform,0.1843,56,0,0,0,66.16,51,2025-10-11T20:26:53.000Z,post_detail_step_timeout,post_detail_step_timeout,1,worker-01,2026-06-20T23:23:28.348Z,9167,visible,19,331,2026-06-20T23:23:28.348Z,2026-06-20T23:23:56.671Z,,,,"ADOPTABLE: Lucy, Chihuahua mix, 46th & Vernon Blvd., Queens, NY • “Lucy is adoptable through Waggy Tail Rescue. She’s on her third day now (as a foster dog). Lu"
DPpSZf0EZ6W,reel,https://www.instagram.com/thedogist/reel/DPpSZf0EZ6W/,partial,1,103000,478,454,472,472,view_all_comments_button,0.9619,434,0,0,0,42.26,28,2025-10-10T22:17:56.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:24:05.116Z,4378,visible,15,472,2026-06-20T23:24:05.116Z,2026-06-20T23:26:52.080Z,36,visible,visible,"Hugo & Gaston, French Bulldogs (9 y/o & 5 y/o), Gantry Plaza State Park, Queens, NY • “Hugo had soft tissue sarcoma, and they had to cut off a piece of his shou"
DPmtu5KEZ4y,p,https://www.instagram.com/thedogist/p/DPmtu5KEZ4y/,partial,1,27000,17,106,112,112,view_all_comments_button,0.9464,93,0,0,0,38.5,29,2025-10-09T22:16:23.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:27:03.129Z,7946,visible,28,112,2026-06-20T23:27:03.129Z,2026-06-20T23:27:57.063Z,21,visible,visible,"Charlie, Chihuahua mix (11 y/o) Rockaway Brewing Company, Queens, NY • “She just had a bath, so she’s ready for her close-up. She does not like the bath — she t"
DPjjLuNEZ2B,p,https://www.instagram.com/thedogist/p/DPjjLuNEZ2B/,partial,1,31000,13,149,156,156,view_all_comments_button,0.9551,138,0,0,0,39.17,24,2025-10-08T16:46:29.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:28:03.165Z,3152,visible,15,156,2026-06-20T23:28:03.165Z,2026-06-20T23:29:09.283Z,26,visible,visible,"Bijou, mix, 35th Ave & 80th St., Queens, NY • “It’s funny when other people dogsit him, they ask, ‘Is it okay that he ate a piece of Styrofoam?’ And we’re like,"
DPhfThlkWw9,reel,https://www.instagram.com/thedogist/reel/DPhfThlkWw9/,partial,1,35000,45,127,128,128,view_all_comments_button,0.9922,125,0,0,0,35.17,26,2025-10-07T21:35:10.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:29:15.287Z,3144,visible,15,128,2026-06-20T23:29:15.287Z,2026-06-20T23:30:05.449Z,23,visible,visible,"Luna, mix (3 y/o), Travers Park, Queens, NY • “Her name is Luna, but she goes by Tuna a lot because she ate my son’s dinner… and she pushed my son into a reserv"
DPeuIlkkQME,p,https://www.instagram.com/thedogist/p/DPeuIlkkQME/,partial_unknown_target,1,96000,105,442,526,526,og_description_mixed_platform,0.8403,437,0,0,0,28.31,20.5,2025-10-06T19:45:58.000Z,post_detail_step_timeout,post_detail_step_timeout,1,worker-01,2026-06-20T23:30:12.033Z,3164,visible,15,526,2026-06-20T23:30:12.034Z,2026-06-20T23:31:48.964Z,,,,"Andy, Golden Retriever (2 y/o), 79th & 34th Ave., Queens, NY • “She is my first Golden and my wife’s first dog. She always wanted a Golden. She will do her best"
DPbgCLpkV78,reel,https://www.instagram.com/thedogist/reel/DPbgCLpkV78/,partial,1,50000,71,140,144,144,view_all_comments_button,0.9722,133,0,0,0,41.95,25.5,2025-10-05T13:46:20.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:31:55.653Z,3175,visible,15,144,2026-06-20T23:31:55.654Z,2026-06-20T23:32:48.510Z,24,visible,visible,"Luna, Samoyed (10 y/o), 79th & 34th Ave., Queens, NY • ”She’s a very social dog – says hi to humans and dogs. She’s my first dog. We got her from a friend who b"
DPXI3YskR7t,reel,https://www.instagram.com/thedogist/reel/DPXI3YskR7t/,partial,1,46000,90,340,428,428,view_all_comments_button,0.7944,305,0,0,0,74.99,28,2025-10-03T21:09:32.000Z,comments_exhausted_bottom_reached,comments_exhausted_bottom_reached,1,worker-01,2026-06-20T23:32:54.764Z,3164,visible,15,428,2026-06-20T23:32:54.765Z,2026-06-20T23:34:43.264Z,30,visible,visible,"Elaine Benes, Pit Bull mix (4 y/o), Travers Park, Queens, NY • “We’re working on training the (Elaine Benes) dance. I feel like she is typical of the breed – ve"
