position,shortcode,kind,url,canonical_url,discovered_at,discovery_round,visible_index
513,DFYWSXsxBdQ,reel,https://www.instagram.com/thedogist/reel/DFYWSXsxBdQ/,https://www.instagram.com/reel/DFYWSXsxBdQ/,2026-06-19T22:18:21.627Z,46,69
514,DFVsPFVxTfo,reel,https://www.instagram.com/thedogist/reel/DFVsPFVxTfo/,https://www.instagram.com/reel/DFVsPFVxTfo/,2026-06-19T22:18:21.627Z,46,70
515,DFTOT2vxuFf,reel,https://www.instagram.com/thedogist/reel/DFTOT2vxuFf/,https://www.instagram.com/reel/DFTOT2vxuFf/,2026-06-19T22:18:21.627Z,46,71
516,DFQref6xc1l,reel,https://www.instagram.com/thedogist/reel/DFQref6xc1l/,https://www.instagram.com/reel/DFQref6xc1l/,2026-06-19T22:18:21.628Z,46,72
517,DFOMBMURWkh,reel,https://www.instagram.com/thedogist/reel/DFOMBMURWkh/,https://www.instagram.com/reel/DFOMBMURWkh/,2026-06-19T22:18:24.883Z,48,58
518,DFJB44IxROp,reel,https://www.instagram.com/thedogist/reel/DFJB44IxROp/,https://www.instagram.com/reel/DFJB44IxROp/,2026-06-19T22:18:24.885Z,48,59
519,DFGktnPRqMZ,reel,https://www.instagram.com/thedogist/reel/DFGktnPRqMZ/,https://www.instagram.com/reel/DFGktnPRqMZ/,2026-06-19T22:18:24.886Z,48,60
520,DFDuuNsRkif,reel,https://www.instagram.com/thedogist/reel/DFDuuNsRkif/,https://www.instagram.com/reel/DFDuuNsRkif/,2026-06-19T22:18:24.886Z,48,61
521,DFA_VsUxTQ8,reel,https://www.instagram.com/thedogist/reel/DFA_VsUxTQ8/,https://www.instagram.com/reel/DFA_VsUxTQ8/,2026-06-19T22:18:24.887Z,48,62
522,DE-SSCBxA9v,reel,https://www.instagram.com/thedogist/reel/DE-SSCBxA9v/,https://www.instagram.com/reel/DE-SSCBxA9v/,2026-06-19T22:18:24.887Z,48,63
523,DE8XY71x7OG,reel,https://www.instagram.com/thedogist/reel/DE8XY71x7OG/,https://www.instagram.com/reel/DE8XY71x7OG/,2026-06-19T22:18:24.888Z,48,64
524,DE3EG_aR2WV,p,https://www.instagram.com/thedogist/p/DE3EG_aR2WV/,https://www.instagram.com/p/DE3EG_aR2WV/,2026-06-19T22:18:24.889Z,48,65
525,DE0ZTs8Rti6,reel,https://www.instagram.com/thedogist/reel/DE0ZTs8Rti6/,https://www.instagram.com/reel/DE0ZTs8Rti6/,2026-06-19T22:18:24.890Z,48,66
526,DEx8bK6RLri,reel,https://www.instagram.com/thedogist/reel/DEx8bK6RLri/,https://www.instagram.com/reel/DEx8bK6RLri/,2026-06-19T22:18:24.890Z,48,67
527,DEv0fz_xRm8,reel,https://www.instagram.com/thedogist/reel/DEv0fz_xRm8/,https://www.instagram.com/reel/DEv0fz_xRm8/,2026-06-19T22:18:24.890Z,48,68
528,DEvEdrWRvoA,reel,https://www.instagram.com/thedogist/reel/DEvEdrWRvoA/,https://www.instagram.com/reel/DEvEdrWRvoA/,2026-06-19T22:18:24.891Z,48,69
529,DEtN-poxuad,reel,https://www.instagram.com/thedogist/reel/DEtN-poxuad/,https://www.instagram.com/reel/DEtN-poxuad/,2026-06-19T22:18:26.515Z,49,60
530,DEscUDySJMq,reel,https://www.instagram.com/thedogist/reel/DEscUDySJMq/,https://www.instagram.com/reel/DEscUDySJMq/,2026-06-19T22:18:26.516Z,49,61
531,DElRPV-RaYg,reel,https://www.instagram.com/thedogist/reel/DElRPV-RaYg/,https://www.instagram.com/reel/DElRPV-RaYg/,2026-06-19T22:18:26.516Z,49,62
532,DEiZCTZRpQ7,reel,https://www.instagram.com/thedogist/reel/DEiZCTZRpQ7/,https://www.instagram.com/reel/DEiZCTZRpQ7/,2026-06-19T22:18:26.516Z,49,63
533,DEgKAK8xwiI,reel,https://www.instagram.com/thedogist/reel/DEgKAK8xwiI/,https://www.instagram.com/reel/DEgKAK8xwiI/,2026-06-19T22:18:26.517Z,49,64
534,DEdLTp7xk4m,reel,https://www.instagram.com/thedogist/reel/DEdLTp7xk4m/,https://www.instagram.com/reel/DEdLTp7xk4m/,2026-06-19T22:18:26.517Z,49,65
535,DEa1C83x1Ar,reel,https://www.instagram.com/thedogist/reel/DEa1C83x1Ar/,https://www.instagram.com/reel/DEa1C83x1Ar/,2026-06-19T22:18:26.517Z,49,66
536,DEVlJMIxxUx,reel,https://www.instagram.com/thedogist/reel/DEVlJMIxxUx/,https://www.instagram.com/reel/DEVlJMIxxUx/,2026-06-19T22:18:26.518Z,49,67
537,DESyGR7R_2t,p,https://www.instagram.com/thedogist/p/DESyGR7R_2t/,https://www.instagram.com/p/DESyGR7R_2t/,2026-06-19T22:18:26.518Z,49,68
538,DEQSXB0x0tX,reel,https://www.instagram.com/thedogist/reel/DEQSXB0x0tX/,https://www.instagram.com/reel/DEQSXB0x0tX/,2026-06-19T22:18:26.518Z,49,69
539,DENzQV8x148,reel,https://www.instagram.com/thedogist/reel/DENzQV8x148/,https://www.instagram.com/reel/DENzQV8x148/,2026-06-19T22:18:26.518Z,49,70
540,DELDjKIREut,reel,https://www.instagram.com/thedogist/reel/DELDjKIREut/,https://www.instagram.com/reel/DELDjKIREut/,2026-06-19T22:18:26.519Z,49,71
541,DEIh5yGxZs6,reel,https://www.instagram.com/thedogist/reel/DEIh5yGxZs6/,https://www.instagram.com/reel/DEIh5yGxZs6/,2026-06-19T22:18:28.138Z,50,62
542,DEGR_tYRPFh,reel,https://www.instagram.com/thedogist/reel/DEGR_tYRPFh/,https://www.instagram.com/reel/DEGR_tYRPFh/,2026-06-19T22:18:28.140Z,50,63
543,DEDriykRLs5,reel,https://www.instagram.com/thedogist/reel/DEDriykRLs5/,https://www.instagram.com/reel/DEDriykRLs5/,2026-06-19T22:18:28.141Z,50,64
544,DEAajZnxgAG,reel,https://www.instagram.com/thedogist/reel/DEAajZnxgAG/,https://www.instagram.com/reel/DEAajZnxgAG/,2026-06-19T22:18:28.141Z,50,65
545,DD-Hmegx_IF,reel,https://www.instagram.com/thedogist/reel/DD-Hmegx_IF/,https://www.instagram.com/reel/DD-Hmegx_IF/,2026-06-19T22:18:28.142Z,50,66
546,DD79aDUxGBK,reel,https://www.instagram.com/thedogist/reel/DD79aDUxGBK/,https://www.instagram.com/reel/DD79aDUxGBK/,2026-06-19T22:18:28.142Z,50,67
547,DD5B4gmxZu_,reel,https://www.instagram.com/thedogist/reel/DD5B4gmxZu_/,https://www.instagram.com/reel/DD5B4gmxZu_/,2026-06-19T22:18:28.143Z,50,68
548,DD2qFqcRiqB,reel,https://www.instagram.com/thedogist/reel/DD2qFqcRiqB/,https://www.instagram.com/reel/DD2qFqcRiqB/,2026-06-19T22:18:28.143Z,50,69
549,DD0HNS2RZkw,reel,https://www.instagram.com/thedogist/reel/DD0HNS2RZkw/,https://www.instagram.com/reel/DD0HNS2RZkw/,2026-06-19T22:18:28.144Z,50,70
550,DDxrY-VxarH,reel,https://www.instagram.com/thedogist/reel/DDxrY-VxarH/,https://www.instagram.com/reel/DDxrY-VxarH/,2026-06-19T22:18:28.144Z,50,71
551,DDw9I7jRHph,reel,https://www.instagram.com/thedogist/reel/DDw9I7jRHph/,https://www.instagram.com/reel/DDw9I7jRHph/,2026-06-19T22:18:28.145Z,50,72
552,DDsnMePxlUd,reel,https://www.instagram.com/thedogist/reel/DDsnMePxlUd/,https://www.instagram.com/reel/DDsnMePxlUd/,2026-06-19T22:18:28.145Z,50,73
553,DDqGXBgx9pN,reel,https://www.instagram.com/thedogist/reel/DDqGXBgx9pN/,https://www.instagram.com/reel/DDqGXBgx9pN/,2026-06-19T22:18:29.774Z,51,59
554,DDnM_dIRvy4,reel,https://www.instagram.com/thedogist/reel/DDnM_dIRvy4/,https://www.instagram.com/reel/DDnM_dIRvy4/,2026-06-19T22:18:29.775Z,51,60
555,DDklC4CxtGP,reel,https://www.instagram.com/thedogist/reel/DDklC4CxtGP/,https://www.instagram.com/reel/DDklC4CxtGP/,2026-06-19T22:18:29.776Z,51,61
556,DDiEWzKRDKf,reel,https://www.instagram.com/thedogist/reel/DDiEWzKRDKf/,https://www.instagram.com/reel/DDiEWzKRDKf/,2026-06-19T22:18:29.776Z,51,62
557,DDfJIAWRvuA,reel,https://www.instagram.com/thedogist/reel/DDfJIAWRvuA/,https://www.instagram.com/reel/DDfJIAWRvuA/,2026-06-19T22:18:29.777Z,51,63
558,DDcNFBkxNYw,reel,https://www.instagram.com/thedogist/reel/DDcNFBkxNYw/,https://www.instagram.com/reel/DDcNFBkxNYw/,2026-06-19T22:18:29.777Z,51,64
559,DDas2eiRqcI,reel,https://www.instagram.com/thedogist/reel/DDas2eiRqcI/,https://www.instagram.com/reel/DDas2eiRqcI/,2026-06-19T22:18:29.778Z,51,65
560,DDXtukfxuLx,reel,https://www.instagram.com/thedogist/reel/DDXtukfxuLx/,https://www.instagram.com/reel/DDXtukfxuLx/,2026-06-19T22:18:29.779Z,51,66
561,DDVJV79xBaf,reel,https://www.instagram.com/thedogist/reel/DDVJV79xBaf/,https://www.instagram.com/reel/DDVJV79xBaf/,2026-06-19T22:18:29.779Z,51,67
562,DDR4QEOxPvy,reel,https://www.instagram.com/thedogist/reel/DDR4QEOxPvy/,https://www.instagram.com/reel/DDR4QEOxPvy/,2026-06-19T22:18:29.779Z,51,68
563,DDP65rdRRb6,reel,https://www.instagram.com/thedogist/reel/DDP65rdRRb6/,https://www.instagram.com/reel/DDP65rdRRb6/,2026-06-19T22:18:29.780Z,51,69
564,DDK7icoxhq1,reel,https://www.instagram.com/thedogist/reel/DDK7icoxhq1/,https://www.instagram.com/reel/DDK7icoxhq1/,2026-06-19T22:18:29.780Z,51,70
565,DDIIyx6xEzR,reel,https://www.instagram.com/thedogist/reel/DDIIyx6xEzR/,https://www.instagram.com/reel/DDIIyx6xEzR/,2026-06-19T22:18:31.407Z,52,61
566,DDF8tHzR_EH,reel,https://www.instagram.com/thedogist/reel/DDF8tHzR_EH/,https://www.instagram.com/reel/DDF8tHzR_EH/,2026-06-19T22:18:31.408Z,52,62
567,DDDG1-ERmM7,reel,https://www.instagram.com/thedogist/reel/DDDG1-ERmM7/,https://www.instagram.com/reel/DDDG1-ERmM7/,2026-06-19T22:18:31.408Z,52,63
568,DDAhgpHRAaV,reel,https://www.instagram.com/thedogist/reel/DDAhgpHRAaV/,https://www.instagram.com/reel/DDAhgpHRAaV/,2026-06-19T22:18:31.409Z,52,64
569,DC-BD8PRBmk,reel,https://www.instagram.com/thedogist/reel/DC-BD8PRBmk/,https://www.instagram.com/reel/DC-BD8PRBmk/,2026-06-19T22:18:31.409Z,52,65
570,DC7D30QxkjG,reel,https://www.instagram.com/thedogist/reel/DC7D30QxkjG/,https://www.instagram.com/reel/DC7D30QxkjG/,2026-06-19T22:18:31.409Z,52,66
571,DC5JK5wxOwS,reel,https://www.instagram.com/thedogist/reel/DC5JK5wxOwS/,https://www.instagram.com/reel/DC5JK5wxOwS/,2026-06-19T22:18:31.410Z,52,67
572,DCz-_LbRa4e,reel,https://www.instagram.com/thedogist/reel/DCz-_LbRa4e/,https://www.instagram.com/reel/DCz-_LbRa4e/,2026-06-19T22:18:31.410Z,52,68
573,DCw5De-xd38,reel,https://www.instagram.com/thedogist/reel/DCw5De-xd38/,https://www.instagram.com/reel/DCw5De-xd38/,2026-06-19T22:18:31.410Z,52,69
574,DCuc97dRNHT,reel,https://www.instagram.com/thedogist/reel/DCuc97dRNHT/,https://www.instagram.com/reel/DCuc97dRNHT/,2026-06-19T22:18:31.411Z,52,70
575,DCrxUVcxMdE,reel,https://www.instagram.com/thedogist/reel/DCrxUVcxMdE/,https://www.instagram.com/reel/DCrxUVcxMdE/,2026-06-19T22:18:31.411Z,52,71
576,DCpQvKHRFCa,reel,https://www.instagram.com/thedogist/reel/DCpQvKHRFCa/,https://www.instagram.com/reel/DCpQvKHRFCa/,2026-06-19T22:18:31.411Z,52,72
577,DCmrGILRTu9,reel,https://www.instagram.com/thedogist/reel/DCmrGILRTu9/,https://www.instagram.com/reel/DCmrGILRTu9/,2026-06-19T22:18:33.036Z,53,58
578,DCkH0vYRK7_,reel,https://www.instagram.com/thedogist/reel/DCkH0vYRK7_/,https://www.instagram.com/reel/DCkH0vYRK7_/,2026-06-19T22:18:33.038Z,53,59
579,DChcNo1RlP_,reel,https://www.instagram.com/thedogist/reel/DChcNo1RlP_/,https://www.instagram.com/reel/DChcNo1RlP_/,2026-06-19T22:18:33.039Z,53,60
580,DCfBul6R8TB,reel,https://www.instagram.com/thedogist/reel/DCfBul6R8TB/,https://www.instagram.com/reel/DCfBul6R8TB/,2026-06-19T22:18:33.039Z,53,61
581,DCb7MxARLOR,reel,https://www.instagram.com/thedogist/reel/DCb7MxARLOR/,https://www.instagram.com/reel/DCb7MxARLOR/,2026-06-19T22:18:33.040Z,53,62
582,DCZrrDbx4ih,p,https://www.instagram.com/thedogist/p/DCZrrDbx4ih/,https://www.instagram.com/p/DCZrrDbx4ih/,2026-06-19T22:18:33.040Z,53,63
583,DCXQcOyRXPx,reel,https://www.instagram.com/thedogist/reel/DCXQcOyRXPx/,https://www.instagram.com/reel/DCXQcOyRXPx/,2026-06-19T22:18:33.041Z,53,64
584,DCUrObWRbAH,reel,https://www.instagram.com/thedogist/reel/DCUrObWRbAH/,https://www.instagram.com/reel/DCUrObWRbAH/,2026-06-19T22:18:33.041Z,53,65
585,DCSFkNwxka1,reel,https://www.instagram.com/thedogist/reel/DCSFkNwxka1/,https://www.instagram.com/reel/DCSFkNwxka1/,2026-06-19T22:18:33.042Z,53,66
586,DCPlgw6xs_s,reel,https://www.instagram.com/thedogist/reel/DCPlgw6xs_s/,https://www.instagram.com/reel/DCPlgw6xs_s/,2026-06-19T22:18:33.042Z,53,67
587,DCM3bYaRlX8,p,https://www.instagram.com/thedogist/p/DCM3bYaRlX8/,https://www.instagram.com/p/DCM3bYaRlX8/,2026-06-19T22:18:33.043Z,53,68
588,DCKTwQIxzwA,reel,https://www.instagram.com/thedogist/reel/DCKTwQIxzwA/,https://www.instagram.com/reel/DCKTwQIxzwA/,2026-06-19T22:18:33.043Z,53,69
589,DCHryjpR1K2,p,https://www.instagram.com/thedogist/p/DCHryjpR1K2/,https://www.instagram.com/p/DCHryjpR1K2/,2026-06-19T22:18:34.671Z,54,60
590,DCFh6KJPnGs,reel,https://www.instagram.com/thedogist/reel/DCFh6KJPnGs/,https://www.instagram.com/reel/DCFh6KJPnGs/,2026-06-19T22:18:34.673Z,54,61
591,DCCsI06RP4D,reel,https://www.instagram.com/thedogist/reel/DCCsI06RP4D/,https://www.instagram.com/reel/DCCsI06RP4D/,2026-06-19T22:18:34.674Z,54,62
592,DCAB4kMR8aR,p,https://www.instagram.com/thedogist/p/DCAB4kMR8aR/,https://www.instagram.com/p/DCAB4kMR8aR/,2026-06-19T22:18:34.674Z,54,63
593,DB9qY0_x7zg,reel,https://www.instagram.com/thedogist/reel/DB9qY0_x7zg/,https://www.instagram.com/reel/DB9qY0_x7zg/,2026-06-19T22:18:34.675Z,54,64
594,DB7EJpnxvKg,reel,https://www.instagram.com/thedogist/reel/DB7EJpnxvKg/,https://www.instagram.com/reel/DB7EJpnxvKg/,2026-06-19T22:18:34.676Z,54,65
595,DB3_7HBxvYP,reel,https://www.instagram.com/thedogist/reel/DB3_7HBxvYP/,https://www.instagram.com/reel/DB3_7HBxvYP/,2026-06-19T22:18:34.676Z,54,66
596,DB1l3vjxqr_,reel,https://www.instagram.com/thedogist/reel/DB1l3vjxqr_/,https://www.instagram.com/reel/DB1l3vjxqr_/,2026-06-19T22:18:34.677Z,54,67
597,DBzK-tBx_q5,reel,https://www.instagram.com/thedogist/reel/DBzK-tBx_q5/,https://www.instagram.com/reel/DBzK-tBx_q5/,2026-06-19T22:18:34.677Z,54,68
598,DBywEAMx3wh,reel,https://www.instagram.com/thedogist/reel/DBywEAMx3wh/,https://www.instagram.com/reel/DBywEAMx3wh/,2026-06-19T22:18:34.677Z,54,69
599,DBwc6OsxgeR,reel,https://www.instagram.com/thedogist/reel/DBwc6OsxgeR/,https://www.instagram.com/reel/DBwc6OsxgeR/,2026-06-19T22:18:34.678Z,54,70
600,DBuBib5RcZd,reel,https://www.instagram.com/thedogist/reel/DBuBib5RcZd/,https://www.instagram.com/reel/DBuBib5RcZd/,2026-06-19T22:18:34.678Z,54,71
601,DBrIuR3xcOY,reel,https://www.instagram.com/thedogist/reel/DBrIuR3xcOY/,https://www.instagram.com/reel/DBrIuR3xcOY/,2026-06-19T22:18:36.307Z,55,62
602,DBo-aHTRVHB,reel,https://www.instagram.com/thedogist/reel/DBo-aHTRVHB/,https://www.instagram.com/reel/DBo-aHTRVHB/,2026-06-19T22:18:36.309Z,55,63
603,DBmRDRFRhnw,reel,https://www.instagram.com/thedogist/reel/DBmRDRFRhnw/,https://www.instagram.com/reel/DBmRDRFRhnw/,2026-06-19T22:18:36.309Z,55,64
604,DBjlOkHx_R8,reel,https://www.instagram.com/thedogist/reel/DBjlOkHx_R8/,https://www.instagram.com/reel/DBjlOkHx_R8/,2026-06-19T22:18:36.310Z,55,65
605,DBeYo4gRLlg,reel,https://www.instagram.com/thedogist/reel/DBeYo4gRLlg/,https://www.instagram.com/reel/DBeYo4gRLlg/,2026-06-19T22:18:36.311Z,55,66
606,DBcBByfROfM,reel,https://www.instagram.com/thedogist/reel/DBcBByfROfM/,https://www.instagram.com/reel/DBcBByfROfM/,2026-06-19T22:18:36.311Z,55,67
607,DBZb189RE-t,reel,https://www.instagram.com/thedogist/reel/DBZb189RE-t/,https://www.instagram.com/reel/DBZb189RE-t/,2026-06-19T22:18:36.312Z,55,68
608,DBWw0gdRLL9,reel,https://www.instagram.com/thedogist/reel/DBWw0gdRLL9/,https://www.instagram.com/reel/DBWw0gdRLL9/,2026-06-19T22:18:36.312Z,55,69
609,DBUGHXsx4JH,reel,https://www.instagram.com/thedogist/reel/DBUGHXsx4JH/,https://www.instagram.com/reel/DBUGHXsx4JH/,2026-06-19T22:18:36.313Z,55,70
610,DBRwH4ER2z4,reel,https://www.instagram.com/thedogist/reel/DBRwH4ER2z4/,https://www.instagram.com/reel/DBRwH4ER2z4/,2026-06-19T22:18:36.313Z,55,71
611,DBPXyEvPRgz,p,https://www.instagram.com/pac_nyc/p/DBPXyEvPRgz/,https://www.instagram.com/p/DBPXyEvPRgz/,2026-06-19T22:18:36.314Z,55,72
612,DBO_uXbRMoQ,reel,https://www.instagram.com/thedogist/reel/DBO_uXbRMoQ/,https://www.instagram.com/reel/DBO_uXbRMoQ/,2026-06-19T22:18:36.314Z,55,73
613,DBMR5sBxjbL,reel,https://www.instagram.com/thedogist/reel/DBMR5sBxjbL/,https://www.instagram.com/reel/DBMR5sBxjbL/,2026-06-19T22:18:37.941Z,56,59
614,DBJ20ZLx_Id,reel,https://www.instagram.com/thedogist/reel/DBJ20ZLx_Id/,https://www.instagram.com/reel/DBJ20ZLx_Id/,2026-06-19T22:18:37.943Z,56,60
615,DBEtZWfxSro,reel,https://www.instagram.com/thedogist/reel/DBEtZWfxSro/,https://www.instagram.com/reel/DBEtZWfxSro/,2026-06-19T22:18:37.944Z,56,61
616,DBCCD7gRsHz,reel,https://www.instagram.com/thedogist/reel/DBCCD7gRsHz/,https://www.instagram.com/reel/DBCCD7gRsHz/,2026-06-19T22:18:37.944Z,56,62
617,DA_1Y-_R-kE,reel,https://www.instagram.com/thedogist/reel/DA_1Y-_R-kE/,https://www.instagram.com/reel/DA_1Y-_R-kE/,2026-06-19T22:18:37.945Z,56,63
618,DA9MlcoRZzp,reel,https://www.instagram.com/thedogist/reel/DA9MlcoRZzp/,https://www.instagram.com/reel/DA9MlcoRZzp/,2026-06-19T22:18:37.945Z,56,64
619,DA6auonxddH,reel,https://www.instagram.com/thedogist/reel/DA6auonxddH/,https://www.instagram.com/reel/DA6auonxddH/,2026-06-19T22:18:37.946Z,56,65
620,DA3jm9QRK_O,reel,https://www.instagram.com/thedogist/reel/DA3jm9QRK_O/,https://www.instagram.com/reel/DA3jm9QRK_O/,2026-06-19T22:18:37.947Z,56,66
621,DA1VRq2xHWi,reel,https://www.instagram.com/thedogist/reel/DA1VRq2xHWi/,https://www.instagram.com/reel/DA1VRq2xHWi/,2026-06-19T22:18:37.947Z,56,67
622,DAy3qZCR8wM,reel,https://www.instagram.com/thedogist/reel/DAy3qZCR8wM/,https://www.instagram.com/reel/DAy3qZCR8wM/,2026-06-19T22:18:37.948Z,56,68
623,DAwH-5yxWsu,reel,https://www.instagram.com/thedogist/reel/DAwH-5yxWsu/,https://www.instagram.com/reel/DAwH-5yxWsu/,2026-06-19T22:18:37.948Z,56,69
624,DAttAtXxVdv,reel,https://www.instagram.com/thedogist/reel/DAttAtXxVdv/,https://www.instagram.com/reel/DAttAtXxVdv/,2026-06-19T22:18:37.948Z,56,70
625,DAq6T29R052,reel,https://www.instagram.com/thedogist/reel/DAq6T29R052/,https://www.instagram.com/reel/DAq6T29R052/,2026-06-19T22:18:39.577Z,57,61
626,DAodARaxY0D,reel,https://www.instagram.com/thedogist/reel/DAodARaxY0D/,https://www.instagram.com/reel/DAodARaxY0D/,2026-06-19T22:18:39.579Z,57,62
627,DAlzmu0x54D,reel,https://www.instagram.com/thedogist/reel/DAlzmu0x54D/,https://www.instagram.com/reel/DAlzmu0x54D/,2026-06-19T22:18:39.579Z,57,63
628,DAjVu2oRb2k,reel,https://www.instagram.com/thedogist/reel/DAjVu2oRb2k/,https://www.instagram.com/reel/DAjVu2oRb2k/,2026-06-19T22:18:39.580Z,57,64
629,DAgvRCRRG0J,reel,https://www.instagram.com/thedogist/reel/DAgvRCRRG0J/,https://www.instagram.com/reel/DAgvRCRRG0J/,2026-06-19T22:18:39.581Z,57,65
630,DAeCAp5x-KF,reel,https://www.instagram.com/thedogist/reel/DAeCAp5x-KF/,https://www.instagram.com/reel/DAeCAp5x-KF/,2026-06-19T22:18:39.581Z,57,66
631,DAbgYtWRDEa,reel,https://www.instagram.com/thedogist/reel/DAbgYtWRDEa/,https://www.instagram.com/reel/DAbgYtWRDEa/,2026-06-19T22:18:39.582Z,57,67
632,DAZGGbKRWcq,reel,https://www.instagram.com/thedogist/reel/DAZGGbKRWcq/,https://www.instagram.com/reel/DAZGGbKRWcq/,2026-06-19T22:18:39.582Z,57,68
633,DAW-woCx_Ng,reel,https://www.instagram.com/thedogist/reel/DAW-woCx_Ng/,https://www.instagram.com/reel/DAW-woCx_Ng/,2026-06-19T22:18:39.583Z,57,69
634,DAUIMB8xVzR,reel,https://www.instagram.com/thedogist/reel/DAUIMB8xVzR/,https://www.instagram.com/reel/DAUIMB8xVzR/,2026-06-19T22:18:39.583Z,57,70
635,DARsN9ox6hc,reel,https://www.instagram.com/thedogist/reel/DARsN9ox6hc/,https://www.instagram.com/reel/DARsN9ox6hc/,2026-06-19T22:18:39.584Z,57,71
636,DAO9wsYxEYc,reel,https://www.instagram.com/thedogist/reel/DAO9wsYxEYc/,https://www.instagram.com/reel/DAO9wsYxEYc/,2026-06-19T22:18:39.584Z,57,72
637,DAMTwIsxbkA,reel,https://www.instagram.com/thedogist/reel/DAMTwIsxbkA/,https://www.instagram.com/reel/DAMTwIsxbkA/,2026-06-19T22:18:41.212Z,58,58
638,DAJiQuhxGcS,reel,https://www.instagram.com/thedogist/reel/DAJiQuhxGcS/,https://www.instagram.com/reel/DAJiQuhxGcS/,2026-06-19T22:18:41.212Z,58,59
639,DAG8ridxf1l,reel,https://www.instagram.com/thedogist/reel/DAG8ridxf1l/,https://www.instagram.com/reel/DAG8ridxf1l/,2026-06-19T22:18:41.213Z,58,60
640,DAEfqDERHNV,reel,https://www.instagram.com/thedogist/reel/DAEfqDERHNV/,https://www.instagram.com/reel/DAEfqDERHNV/,2026-06-19T22:18:41.213Z,58,61
641,C__CozSx0C7,p,https://www.instagram.com/thedogist/p/C__CozSx0C7/,https://www.instagram.com/p/C__CozSx0C7/,2026-06-19T22:18:41.213Z,58,62
642,C_8ofhdx_0M,reel,https://www.instagram.com/thedogist/reel/C_8ofhdx_0M/,https://www.instagram.com/reel/C_8ofhdx_0M/,2026-06-19T22:18:41.214Z,58,63
643,C_59I8IRPin,reel,https://www.instagram.com/thedogist/reel/C_59I8IRPin/,https://www.instagram.com/reel/C_59I8IRPin/,2026-06-19T22:18:41.214Z,58,64
644,C_3WaNWvyg9,reel,https://www.instagram.com/thedogist/reel/C_3WaNWvyg9/,https://www.instagram.com/reel/C_3WaNWvyg9/,2026-06-19T22:18:41.215Z,58,65
645,C_0xvoYxmMD,reel,https://www.instagram.com/thedogist/reel/C_0xvoYxmMD/,https://www.instagram.com/reel/C_0xvoYxmMD/,2026-06-19T22:18:41.215Z,58,66
646,C_yRcqdx3Z5,reel,https://www.instagram.com/thedogist/reel/C_yRcqdx3Z5/,https://www.instagram.com/reel/C_yRcqdx3Z5/,2026-06-19T22:18:41.215Z,58,67
647,C_wJtg7xmA9,reel,https://www.instagram.com/thedogist/reel/C_wJtg7xmA9/,https://www.instagram.com/reel/C_wJtg7xmA9/,2026-06-19T22:18:41.216Z,58,68
648,C_tNd5HRZV0,reel,https://www.instagram.com/thedogist/reel/C_tNd5HRZV0/,https://www.instagram.com/reel/C_tNd5HRZV0/,2026-06-19T22:18:41.216Z,58,69
649,C_qiNEzRLpF,reel,https://www.instagram.com/thedogist/reel/C_qiNEzRLpF/,https://www.instagram.com/reel/C_qiNEzRLpF/,2026-06-19T22:18:42.842Z,59,60
650,C_nx0o8x0vE,reel,https://www.instagram.com/thedogist/reel/C_nx0o8x0vE/,https://www.instagram.com/reel/C_nx0o8x0vE/,2026-06-19T22:18:42.843Z,59,61
651,C_lIyzfRQg9,reel,https://www.instagram.com/thedogist/reel/C_lIyzfRQg9/,https://www.instagram.com/reel/C_lIyzfRQg9/,2026-06-19T22:18:42.844Z,59,62
652,C_jC4JNRcOK,reel,https://www.instagram.com/thedogist/reel/C_jC4JNRcOK/,https://www.instagram.com/reel/C_jC4JNRcOK/,2026-06-19T22:18:42.845Z,59,63
653,C_gpzWnRUII,reel,https://www.instagram.com/thedogist/reel/C_gpzWnRUII/,https://www.instagram.com/reel/C_gpzWnRUII/,2026-06-19T22:18:42.845Z,59,64
654,C_d2MwlxYah,reel,https://www.instagram.com/thedogist/reel/C_d2MwlxYah/,https://www.instagram.com/reel/C_d2MwlxYah/,2026-06-19T22:18:42.846Z,59,65
655,C_bHam2xpY3,reel,https://www.instagram.com/thedogist/reel/C_bHam2xpY3/,https://www.instagram.com/reel/C_bHam2xpY3/,2026-06-19T22:18:42.846Z,59,66
656,C_YtUy0xdKf,reel,https://www.instagram.com/thedogist/reel/C_YtUy0xdKf/,https://www.instagram.com/reel/C_YtUy0xdKf/,2026-06-19T22:18:42.847Z,59,67
657,C_V1qpZRLbv,reel,https://www.instagram.com/thedogist/reel/C_V1qpZRLbv/,https://www.instagram.com/reel/C_V1qpZRLbv/,2026-06-19T22:18:42.847Z,59,68
658,C_TWi9rRs6m,reel,https://www.instagram.com/thedogist/reel/C_TWi9rRs6m/,https://www.instagram.com/reel/C_TWi9rRs6m/,2026-06-19T22:18:42.848Z,59,69
659,C_OZwEvx7fL,reel,https://www.instagram.com/thedogist/reel/C_OZwEvx7fL/,https://www.instagram.com/reel/C_OZwEvx7fL/,2026-06-19T22:18:42.848Z,59,70
660,C_LuxckxW2F,reel,https://www.instagram.com/thedogist/reel/C_LuxckxW2F/,https://www.instagram.com/reel/C_LuxckxW2F/,2026-06-19T22:18:42.849Z,59,71
661,C_JF7KlxwqX,reel,https://www.instagram.com/thedogist/reel/C_JF7KlxwqX/,https://www.instagram.com/reel/C_JF7KlxwqX/,2026-06-19T22:18:44.476Z,60,62
