position,shortcode,kind,url,canonical_url,discovered_at,discovery_round,visible_index
3976,BakHU6NjxOf,p,https://www.instagram.com/thedogist/p/BakHU6NjxOf/,https://www.instagram.com/p/BakHU6NjxOf/,2026-06-19T22:26:48.704Z,348,62
3977,BajlejMDHUC,p,https://www.instagram.com/thedogist/p/BajlejMDHUC/,https://www.instagram.com/p/BajlejMDHUC/,2026-06-19T22:26:48.704Z,348,63
3978,Bah2m6Uj_Fi,p,https://www.instagram.com/thedogist/p/Bah2m6Uj_Fi/,https://www.instagram.com/p/Bah2m6Uj_Fi/,2026-06-19T22:26:48.704Z,348,64
3979,BahGdXnj8bg,p,https://www.instagram.com/thedogist/p/BahGdXnj8bg/,https://www.instagram.com/p/BahGdXnj8bg/,2026-06-19T22:26:48.705Z,348,65
3980,BahBYpVj6_Q,p,https://www.instagram.com/thedogist/p/BahBYpVj6_Q/,https://www.instagram.com/p/BahBYpVj6_Q/,2026-06-19T22:26:48.705Z,348,66
3981,BafVkK3Dbx6,p,https://www.instagram.com/thedogist/p/BafVkK3Dbx6/,https://www.instagram.com/p/BafVkK3Dbx6/,2026-06-19T22:26:48.705Z,348,67
3982,BafIXthDkww,p,https://www.instagram.com/thedogist/p/BafIXthDkww/,https://www.instagram.com/p/BafIXthDkww/,2026-06-19T22:26:48.705Z,348,68
3983,BaeQI5eHxV5,p,https://www.instagram.com/thedogist/p/BaeQI5eHxV5/,https://www.instagram.com/p/BaeQI5eHxV5/,2026-06-19T22:26:48.706Z,348,69
3984,Bac6-rinwuZ,p,https://www.instagram.com/thedogist/p/Bac6-rinwuZ/,https://www.instagram.com/p/Bac6-rinwuZ/,2026-06-19T22:26:48.706Z,348,70
3985,BacPAeYnsb6,p,https://www.instagram.com/thedogist/p/BacPAeYnsb6/,https://www.instagram.com/p/BacPAeYnsb6/,2026-06-19T22:26:52.096Z,350,61
3986,BabrQ08nxmn,p,https://www.instagram.com/thedogist/p/BabrQ08nxmn/,https://www.instagram.com/p/BabrQ08nxmn/,2026-06-19T22:26:52.098Z,350,62
3987,BaaU9SkHep4,p,https://www.instagram.com/thedogist/p/BaaU9SkHep4/,https://www.instagram.com/p/BaaU9SkHep4/,2026-06-19T22:26:52.099Z,350,63
3988,BaZU5GwnJTm,p,https://www.instagram.com/thedogist/p/BaZU5GwnJTm/,https://www.instagram.com/p/BaZU5GwnJTm/,2026-06-19T22:26:52.099Z,350,64
3989,BaXpubfnE0m,p,https://www.instagram.com/thedogist/p/BaXpubfnE0m/,https://www.instagram.com/p/BaXpubfnE0m/,2026-06-19T22:26:52.100Z,350,65
3990,BaXQDB6nGB4,p,https://www.instagram.com/thedogist/p/BaXQDB6nGB4/,https://www.instagram.com/p/BaXQDB6nGB4/,2026-06-19T22:26:52.100Z,350,66
3991,BaWjG3XHYao,p,https://www.instagram.com/thedogist/p/BaWjG3XHYao/,https://www.instagram.com/p/BaWjG3XHYao/,2026-06-19T22:26:52.101Z,350,67
3992,BaVAD76HaW7,p,https://www.instagram.com/thedogist/p/BaVAD76HaW7/,https://www.instagram.com/p/BaVAD76HaW7/,2026-06-19T22:26:52.101Z,350,68
3993,BaUzO53nOeh,p,https://www.instagram.com/thedogist/p/BaUzO53nOeh/,https://www.instagram.com/p/BaUzO53nOeh/,2026-06-19T22:26:52.102Z,350,69
3994,BaUJlohnx0Z,p,https://www.instagram.com/thedogist/p/BaUJlohnx0Z/,https://www.instagram.com/p/BaUJlohnx0Z/,2026-06-19T22:26:52.102Z,350,70
3995,BaSfdp1nJM2,p,https://www.instagram.com/thedogist/p/BaSfdp1nJM2/,https://www.instagram.com/p/BaSfdp1nJM2/,2026-06-19T22:26:52.103Z,350,71
3996,BaR4S1RHJDY,p,https://www.instagram.com/thedogist/p/BaR4S1RHJDY/,https://www.instagram.com/p/BaR4S1RHJDY/,2026-06-19T22:26:52.103Z,350,72
3997,BaRo0Sin_xt,p,https://www.instagram.com/thedogist/p/BaRo0Sin_xt/,https://www.instagram.com/p/BaRo0Sin_xt/,2026-06-19T22:26:53.858Z,351,58
3998,BaPz2s4HzM6,p,https://www.instagram.com/thedogist/p/BaPz2s4HzM6/,https://www.instagram.com/p/BaPz2s4HzM6/,2026-06-19T22:26:53.859Z,351,59
3999,BaO4xLAHMfK,p,https://www.instagram.com/thedogist/p/BaO4xLAHMfK/,https://www.instagram.com/p/BaO4xLAHMfK/,2026-06-19T22:26:53.859Z,351,60
4000,BaNKiyenuTH,p,https://www.instagram.com/thedogist/p/BaNKiyenuTH/,https://www.instagram.com/p/BaNKiyenuTH/,2026-06-19T22:26:53.859Z,351,61
4001,BaMcLpAHo4E,p,https://www.instagram.com/thedogist/p/BaMcLpAHo4E/,https://www.instagram.com/p/BaMcLpAHo4E/,2026-06-19T22:26:53.859Z,351,62
4002,BaKvD6cH3Yj,p,https://www.instagram.com/thedogist/p/BaKvD6cH3Yj/,https://www.instagram.com/p/BaKvD6cH3Yj/,2026-06-19T22:26:53.860Z,351,63
4003,BaKMhpAnFf-,p,https://www.instagram.com/thedogist/p/BaKMhpAnFf-/,https://www.instagram.com/p/BaKMhpAnFf-/,2026-06-19T22:26:53.860Z,351,64
4004,BaJ5UdDHqTs,p,https://www.instagram.com/thedogist/p/BaJ5UdDHqTs/,https://www.instagram.com/p/BaJ5UdDHqTs/,2026-06-19T22:26:53.860Z,351,65
4005,BaJuTvTHJO4,p,https://www.instagram.com/thedogist/p/BaJuTvTHJO4/,https://www.instagram.com/p/BaJuTvTHJO4/,2026-06-19T22:26:53.860Z,351,66
4006,BaIH4G1nwnE,p,https://www.instagram.com/thedogist/p/BaIH4G1nwnE/,https://www.instagram.com/p/BaIH4G1nwnE/,2026-06-19T22:26:53.860Z,351,67
4007,BaHaoHeHLE2,p,https://www.instagram.com/thedogist/p/BaHaoHeHLE2/,https://www.instagram.com/p/BaHaoHeHLE2/,2026-06-19T22:26:53.861Z,351,68
4008,BaFiN1PHsMV,p,https://www.instagram.com/thedogist/p/BaFiN1PHsMV/,https://www.instagram.com/p/BaFiN1PHsMV/,2026-06-19T22:26:53.861Z,351,69
4009,BaFGg9LHNKh,p,https://www.instagram.com/thedogist/p/BaFGg9LHNKh/,https://www.instagram.com/p/BaFGg9LHNKh/,2026-06-19T22:26:55.778Z,352,60
4010,BaC9Sa9ncLU,p,https://www.instagram.com/thedogist/p/BaC9Sa9ncLU/,https://www.instagram.com/p/BaC9Sa9ncLU/,2026-06-19T22:26:55.779Z,352,61
4011,BaCrZvfH149,p,https://www.instagram.com/thedogist/p/BaCrZvfH149/,https://www.instagram.com/p/BaCrZvfH149/,2026-06-19T22:26:55.780Z,352,62
4012,BaCP94Dn90j,p,https://www.instagram.com/thedogist/p/BaCP94Dn90j/,https://www.instagram.com/p/BaCP94Dn90j/,2026-06-19T22:26:55.780Z,352,63
4013,BaAsDuSnT-t,p,https://www.instagram.com/thedogist/p/BaAsDuSnT-t/,https://www.instagram.com/p/BaAsDuSnT-t/,2026-06-19T22:26:55.780Z,352,64
4014,BaAGR5QnYip,p,https://www.instagram.com/thedogist/p/BaAGR5QnYip/,https://www.instagram.com/p/BaAGR5QnYip/,2026-06-19T22:26:55.781Z,352,65
4015,BZ_lVEMnTE9,p,https://www.instagram.com/thedogist/p/BZ_lVEMnTE9/,https://www.instagram.com/p/BZ_lVEMnTE9/,2026-06-19T22:26:55.781Z,352,66
4016,BZ-CLLEHjP4,p,https://www.instagram.com/thedogist/p/BZ-CLLEHjP4/,https://www.instagram.com/p/BZ-CLLEHjP4/,2026-06-19T22:26:55.781Z,352,67
4017,BZ9nU4zHImc,p,https://www.instagram.com/thedogist/p/BZ9nU4zHImc/,https://www.instagram.com/p/BZ9nU4zHImc/,2026-06-19T22:26:55.781Z,352,68
4018,BZ9DnwjH-u2,p,https://www.instagram.com/thedogist/p/BZ9DnwjH-u2/,https://www.instagram.com/p/BZ9DnwjH-u2/,2026-06-19T22:26:55.781Z,352,69
4019,BZ7f6mOnlJK,p,https://www.instagram.com/thedogist/p/BZ7f6mOnlJK/,https://www.instagram.com/p/BZ7f6mOnlJK/,2026-06-19T22:26:55.782Z,352,70
4020,BZ6lYjEHJbZ,p,https://www.instagram.com/thedogist/p/BZ6lYjEHJbZ/,https://www.instagram.com/p/BZ6lYjEHJbZ/,2026-06-19T22:26:55.782Z,352,71
4021,BZ41rujnOon,p,https://www.instagram.com/thedogist/p/BZ41rujnOon/,https://www.instagram.com/p/BZ41rujnOon/,2026-06-19T22:26:57.569Z,353,62
4022,BZ4b3OMno8Q,p,https://www.instagram.com/thedogist/p/BZ4b3OMno8Q/,https://www.instagram.com/p/BZ4b3OMno8Q/,2026-06-19T22:26:57.569Z,353,63
4023,BZ31C-PHyoR,p,https://www.instagram.com/thedogist/p/BZ31C-PHyoR/,https://www.instagram.com/p/BZ31C-PHyoR/,2026-06-19T22:26:57.569Z,353,64
4024,BZ2GKwTnkfL,p,https://www.instagram.com/thedogist/p/BZ2GKwTnkfL/,https://www.instagram.com/p/BZ2GKwTnkfL/,2026-06-19T22:26:57.570Z,353,65
4025,BZ1r5l1nYye,p,https://www.instagram.com/thedogist/p/BZ1r5l1nYye/,https://www.instagram.com/p/BZ1r5l1nYye/,2026-06-19T22:26:57.570Z,353,66
4026,BZ1Oe9WHBwd,p,https://www.instagram.com/thedogist/p/BZ1Oe9WHBwd/,https://www.instagram.com/p/BZ1Oe9WHBwd/,2026-06-19T22:26:57.570Z,353,67
4027,BZyxlEiHMpc,p,https://www.instagram.com/thedogist/p/BZyxlEiHMpc/,https://www.instagram.com/p/BZyxlEiHMpc/,2026-06-19T22:26:57.570Z,353,68
4028,BZxMejTn5p5,p,https://www.instagram.com/thedogist/p/BZxMejTn5p5/,https://www.instagram.com/p/BZxMejTn5p5/,2026-06-19T22:26:57.571Z,353,69
4029,BZwuGqrHA2D,p,https://www.instagram.com/thedogist/p/BZwuGqrHA2D/,https://www.instagram.com/p/BZwuGqrHA2D/,2026-06-19T22:26:57.571Z,353,70
4030,BZwQkJinyBG,p,https://www.instagram.com/thedogist/p/BZwQkJinyBG/,https://www.instagram.com/p/BZwQkJinyBG/,2026-06-19T22:26:57.571Z,353,71
4031,BZuYyU-Hd01,p,https://www.instagram.com/thedogist/p/BZuYyU-Hd01/,https://www.instagram.com/p/BZuYyU-Hd01/,2026-06-19T22:26:57.571Z,353,72
4032,BZt_v1Dnnp-,p,https://www.instagram.com/thedogist/p/BZt_v1Dnnp-/,https://www.instagram.com/p/BZt_v1Dnnp-/,2026-06-19T22:26:57.571Z,353,73
4033,BZtetmwHZol,p,https://www.instagram.com/thedogist/p/BZtetmwHZol/,https://www.instagram.com/p/BZtetmwHZol/,2026-06-19T22:26:59.251Z,354,59
4034,BZsD1-wnpbY,p,https://www.instagram.com/thedogist/p/BZsD1-wnpbY/,https://www.instagram.com/p/BZsD1-wnpbY/,2026-06-19T22:26:59.252Z,354,60
4035,BZrfntXH1GC,p,https://www.instagram.com/thedogist/p/BZrfntXH1GC/,https://www.instagram.com/p/BZrfntXH1GC/,2026-06-19T22:26:59.252Z,354,61
4036,BZq2fZFnDhh,p,https://www.instagram.com/thedogist/p/BZq2fZFnDhh/,https://www.instagram.com/p/BZq2fZFnDhh/,2026-06-19T22:26:59.252Z,354,62
4037,BZo8kbnHxwf,p,https://www.instagram.com/thedogist/p/BZo8kbnHxwf/,https://www.instagram.com/p/BZo8kbnHxwf/,2026-06-19T22:26:59.252Z,354,63
4038,BZoRRM8HUB2,p,https://www.instagram.com/thedogist/p/BZoRRM8HUB2/,https://www.instagram.com/p/BZoRRM8HUB2/,2026-06-19T22:26:59.253Z,354,64
4039,BZm9UO8HnJF,p,https://www.instagram.com/thedogist/p/BZm9UO8HnJF/,https://www.instagram.com/p/BZm9UO8HnJF/,2026-06-19T22:26:59.253Z,354,65
4040,BZmn7eoHMui,p,https://www.instagram.com/thedogist/p/BZmn7eoHMui/,https://www.instagram.com/p/BZmn7eoHMui/,2026-06-19T22:26:59.253Z,354,66
4041,BZlxstLn2If,p,https://www.instagram.com/thedogist/p/BZlxstLn2If/,https://www.instagram.com/p/BZlxstLn2If/,2026-06-19T22:26:59.253Z,354,67
4042,BZkSrBin9DT,p,https://www.instagram.com/thedogist/p/BZkSrBin9DT/,https://www.instagram.com/p/BZkSrBin9DT/,2026-06-19T22:26:59.254Z,354,68
4043,BZjYgLInBhd,p,https://www.instagram.com/thedogist/p/BZjYgLInBhd/,https://www.instagram.com/p/BZjYgLInBhd/,2026-06-19T22:26:59.254Z,354,69
4044,BZhoDzDHliX,p,https://www.instagram.com/thedogist/p/BZhoDzDHliX/,https://www.instagram.com/p/BZhoDzDHliX/,2026-06-19T22:26:59.254Z,354,70
4045,BZhLL2GHpg0,p,https://www.instagram.com/thedogist/p/BZhLL2GHpg0/,https://www.instagram.com/p/BZhLL2GHpg0/,2026-06-19T22:27:01.000Z,355,61
4046,BZgiq_uHyBQ,p,https://www.instagram.com/thedogist/p/BZgiq_uHyBQ/,https://www.instagram.com/p/BZgiq_uHyBQ/,2026-06-19T22:27:01.001Z,355,62
4047,BZeqNPHnNJP,p,https://www.instagram.com/thedogist/p/BZeqNPHnNJP/,https://www.instagram.com/p/BZeqNPHnNJP/,2026-06-19T22:27:01.001Z,355,63
4048,BZeHUZ2Hxyi,p,https://www.instagram.com/thedogist/p/BZeHUZ2Hxyi/,https://www.instagram.com/p/BZeHUZ2Hxyi/,2026-06-19T22:27:01.001Z,355,64
4049,BZcd_AgnSmQ,p,https://www.instagram.com/thedogist/p/BZcd_AgnSmQ/,https://www.instagram.com/p/BZcd_AgnSmQ/,2026-06-19T22:27:01.001Z,355,65
4050,BZcEoJUHK6-,p,https://www.instagram.com/thedogist/p/BZcEoJUHK6-/,https://www.instagram.com/p/BZcEoJUHK6-/,2026-06-19T22:27:01.002Z,355,66
4051,BZbmNHynfl-,p,https://www.instagram.com/thedogist/p/BZbmNHynfl-/,https://www.instagram.com/p/BZbmNHynfl-/,2026-06-19T22:27:01.002Z,355,67
4052,BZZ2CVeH-pP,p,https://www.instagram.com/thedogist/p/BZZ2CVeH-pP/,https://www.instagram.com/p/BZZ2CVeH-pP/,2026-06-19T22:27:01.002Z,355,68
4053,BZZeIrnHte_,p,https://www.instagram.com/thedogist/p/BZZeIrnHte_/,https://www.instagram.com/p/BZZeIrnHte_/,2026-06-19T22:27:01.002Z,355,69
4054,BZYxQ5Dn0r-,p,https://www.instagram.com/thedogist/p/BZYxQ5Dn0r-/,https://www.instagram.com/p/BZYxQ5Dn0r-/,2026-06-19T22:27:01.003Z,355,70
4055,BZXX4_3H_12,p,https://www.instagram.com/thedogist/p/BZXX4_3H_12/,https://www.instagram.com/p/BZXX4_3H_12/,2026-06-19T22:27:01.003Z,355,71
4056,BZWqcCxHjkK,p,https://www.instagram.com/thedogist/p/BZWqcCxHjkK/,https://www.instagram.com/p/BZWqcCxHjkK/,2026-06-19T22:27:01.003Z,355,72
4057,BZWT9cmnPSc,p,https://www.instagram.com/thedogist/p/BZWT9cmnPSc/,https://www.instagram.com/p/BZWT9cmnPSc/,2026-06-19T22:27:02.684Z,356,58
4058,BZUpFK9HXps,p,https://www.instagram.com/thedogist/p/BZUpFK9HXps/,https://www.instagram.com/p/BZUpFK9HXps/,2026-06-19T22:27:02.685Z,356,59
4059,BZUQ91JnHol,p,https://www.instagram.com/thedogist/p/BZUQ91JnHol/,https://www.instagram.com/p/BZUQ91JnHol/,2026-06-19T22:27:02.685Z,356,60
4060,BZT1A6vH3Zw,p,https://www.instagram.com/thedogist/p/BZT1A6vH3Zw/,https://www.instagram.com/p/BZT1A6vH3Zw/,2026-06-19T22:27:02.685Z,356,61
4061,BZSCczxH7df,p,https://www.instagram.com/thedogist/p/BZSCczxH7df/,https://www.instagram.com/p/BZSCczxH7df/,2026-06-19T22:27:02.686Z,356,62
4062,BZRkchwnRtx,p,https://www.instagram.com/thedogist/p/BZRkchwnRtx/,https://www.instagram.com/p/BZRkchwnRtx/,2026-06-19T22:27:02.686Z,356,63
4063,BZQ-FTyn-uT,p,https://www.instagram.com/thedogist/p/BZQ-FTyn-uT/,https://www.instagram.com/p/BZQ-FTyn-uT/,2026-06-19T22:27:02.686Z,356,64
4064,BZPk1zHHlHD,p,https://www.instagram.com/thedogist/p/BZPk1zHHlHD/,https://www.instagram.com/p/BZPk1zHHlHD/,2026-06-19T22:27:02.686Z,356,65
4065,BZPPtE8H-L0,p,https://www.instagram.com/thedogist/p/BZPPtE8H-L0/,https://www.instagram.com/p/BZPPtE8H-L0/,2026-06-19T22:27:02.687Z,356,66
4066,BZO98Z-HrWp,p,https://www.instagram.com/thedogist/p/BZO98Z-HrWp/,https://www.instagram.com/p/BZO98Z-HrWp/,2026-06-19T22:27:02.687Z,356,67
4067,BZMs9aqn3m2,p,https://www.instagram.com/thedogist/p/BZMs9aqn3m2/,https://www.instagram.com/p/BZMs9aqn3m2/,2026-06-19T22:27:02.687Z,356,68
4068,BZMD54cn5Rg,p,https://www.instagram.com/thedogist/p/BZMD54cn5Rg/,https://www.instagram.com/p/BZMD54cn5Rg/,2026-06-19T22:27:02.687Z,356,69
4069,BZKMEH5HeBj,p,https://www.instagram.com/thedogist/p/BZKMEH5HeBj/,https://www.instagram.com/p/BZKMEH5HeBj/,2026-06-19T22:27:04.379Z,357,60
4070,BZJmbiUHy3D,p,https://www.instagram.com/thedogist/p/BZJmbiUHy3D/,https://www.instagram.com/p/BZJmbiUHy3D/,2026-06-19T22:27:04.380Z,357,61
4071,BZHovkgHOlS,p,https://www.instagram.com/thedogist/p/BZHovkgHOlS/,https://www.instagram.com/p/BZHovkgHOlS/,2026-06-19T22:27:04.380Z,357,62
4072,BZGtCFTnoII,p,https://www.instagram.com/thedogist/p/BZGtCFTnoII/,https://www.instagram.com/p/BZGtCFTnoII/,2026-06-19T22:27:04.380Z,357,63
4073,BZE-GmcnJJa,p,https://www.instagram.com/thedogist/p/BZE-GmcnJJa/,https://www.instagram.com/p/BZE-GmcnJJa/,2026-06-19T22:27:04.381Z,357,64
4074,BZEYCAOH0xQ,p,https://www.instagram.com/thedogist/p/BZEYCAOH0xQ/,https://www.instagram.com/p/BZEYCAOH0xQ/,2026-06-19T22:27:04.381Z,357,65
4075,BZCzeXfntKy,p,https://www.instagram.com/thedogist/p/BZCzeXfntKy/,https://www.instagram.com/p/BZCzeXfntKy/,2026-06-19T22:27:04.381Z,357,66
4076,BZCTd7BnFHd,p,https://www.instagram.com/thedogist/p/BZCTd7BnFHd/,https://www.instagram.com/p/BZCTd7BnFHd/,2026-06-19T22:27:04.381Z,357,67
4077,BZBsNPgnVge,p,https://www.instagram.com/thedogist/p/BZBsNPgnVge/,https://www.instagram.com/p/BZBsNPgnVge/,2026-06-19T22:27:04.381Z,357,68
4078,BZAC7fQndUp,p,https://www.instagram.com/thedogist/p/BZAC7fQndUp/,https://www.instagram.com/p/BZAC7fQndUp/,2026-06-19T22:27:04.382Z,357,69
4079,BY_odCqn8_N,p,https://www.instagram.com/thedogist/p/BY_odCqn8_N/,https://www.instagram.com/p/BY_odCqn8_N/,2026-06-19T22:27:04.382Z,357,70
4080,BY_IunZHJI0,p,https://www.instagram.com/thedogist/p/BY_IunZHJI0/,https://www.instagram.com/p/BY_IunZHJI0/,2026-06-19T22:27:04.382Z,357,71
4081,BY9Yb3VnXNV,p,https://www.instagram.com/thedogist/p/BY9Yb3VnXNV/,https://www.instagram.com/p/BY9Yb3VnXNV/,2026-06-19T22:27:06.061Z,358,62
4082,BY8vZZCHpru,p,https://www.instagram.com/thedogist/p/BY8vZZCHpru/,https://www.instagram.com/p/BY8vZZCHpru/,2026-06-19T22:27:06.062Z,358,63
4083,BY6q959HD3q,p,https://www.instagram.com/thedogist/p/BY6q959HD3q/,https://www.instagram.com/p/BY6q959HD3q/,2026-06-19T22:27:06.062Z,358,64
4084,BY52BbenVjB,p,https://www.instagram.com/thedogist/p/BY52BbenVjB/,https://www.instagram.com/p/BY52BbenVjB/,2026-06-19T22:27:06.062Z,358,65
4085,BY4gMwwnYrG,p,https://www.instagram.com/thedogist/p/BY4gMwwnYrG/,https://www.instagram.com/p/BY4gMwwnYrG/,2026-06-19T22:27:06.063Z,358,66
4086,BY3_6Qmn_aB,p,https://www.instagram.com/thedogist/p/BY3_6Qmn_aB/,https://www.instagram.com/p/BY3_6Qmn_aB/,2026-06-19T22:27:06.063Z,358,67
4087,BY3mgjonqyo,p,https://www.instagram.com/thedogist/p/BY3mgjonqyo/,https://www.instagram.com/p/BY3mgjonqyo/,2026-06-19T22:27:06.063Z,358,68
4088,BY191AXnXBw,p,https://www.instagram.com/thedogist/p/BY191AXnXBw/,https://www.instagram.com/p/BY191AXnXBw/,2026-06-19T22:27:06.063Z,358,69
4089,BY1qUrcnJYv,p,https://www.instagram.com/thedogist/p/BY1qUrcnJYv/,https://www.instagram.com/p/BY1qUrcnJYv/,2026-06-19T22:27:06.063Z,358,70
4090,BY03Yi8nphI,p,https://www.instagram.com/thedogist/p/BY03Yi8nphI/,https://www.instagram.com/p/BY03Yi8nphI/,2026-06-19T22:27:06.064Z,358,71
4091,BYzCoCzH8Zb,p,https://www.instagram.com/thedogist/p/BYzCoCzH8Zb/,https://www.instagram.com/p/BYzCoCzH8Zb/,2026-06-19T22:27:06.064Z,358,72
4092,BYySYOhHtVz,p,https://www.instagram.com/thedogist/p/BYySYOhHtVz/,https://www.instagram.com/p/BYySYOhHtVz/,2026-06-19T22:27:06.064Z,358,73
4093,BYwNuHMHa82,p,https://www.instagram.com/thedogist/p/BYwNuHMHa82/,https://www.instagram.com/p/BYwNuHMHa82/,2026-06-19T22:27:07.767Z,359,59
4094,BYv2YQ4HG02,p,https://www.instagram.com/thedogist/p/BYv2YQ4HG02/,https://www.instagram.com/p/BYv2YQ4HG02/,2026-06-19T22:27:07.767Z,359,60
4095,BYuLXaQnceW,p,https://www.instagram.com/thedogist/p/BYuLXaQnceW/,https://www.instagram.com/p/BYuLXaQnceW/,2026-06-19T22:27:07.767Z,359,61
4096,BYtp-xkHQ7J,p,https://www.instagram.com/thedogist/p/BYtp-xkHQ7J/,https://www.instagram.com/p/BYtp-xkHQ7J/,2026-06-19T22:27:07.768Z,359,62
4097,BYtK2JNnIP9,p,https://www.instagram.com/thedogist/p/BYtK2JNnIP9/,https://www.instagram.com/p/BYtK2JNnIP9/,2026-06-19T22:27:07.768Z,359,63
4098,BYrlPtVn_jd,p,https://www.instagram.com/thedogist/p/BYrlPtVn_jd/,https://www.instagram.com/p/BYrlPtVn_jd/,2026-06-19T22:27:07.768Z,359,64
4099,BYq1yMXnSor,p,https://www.instagram.com/thedogist/p/BYq1yMXnSor/,https://www.instagram.com/p/BYq1yMXnSor/,2026-06-19T22:27:07.768Z,359,65
4100,BYqgdjyHJXQ,p,https://www.instagram.com/thedogist/p/BYqgdjyHJXQ/,https://www.instagram.com/p/BYqgdjyHJXQ/,2026-06-19T22:27:07.769Z,359,66
4101,BYo9v1WnkKH,p,https://www.instagram.com/thedogist/p/BYo9v1WnkKH/,https://www.instagram.com/p/BYo9v1WnkKH/,2026-06-19T22:27:07.769Z,359,67
4102,BYoayI0HvHk,p,https://www.instagram.com/thedogist/p/BYoayI0HvHk/,https://www.instagram.com/p/BYoayI0HvHk/,2026-06-19T22:27:07.769Z,359,68
4103,BYn_HKSHaoC,p,https://www.instagram.com/thedogist/p/BYn_HKSHaoC/,https://www.instagram.com/p/BYn_HKSHaoC/,2026-06-19T22:27:07.769Z,359,69
4104,BYmRYnbn-Y7,p,https://www.instagram.com/thedogist/p/BYmRYnbn-Y7/,https://www.instagram.com/p/BYmRYnbn-Y7/,2026-06-19T22:27:07.769Z,359,70
4105,BYl71y5H3Vo,p,https://www.instagram.com/thedogist/p/BYl71y5H3Vo/,https://www.instagram.com/p/BYl71y5H3Vo/,2026-06-19T22:27:09.451Z,360,61
4106,BYlZnZUnuDs,p,https://www.instagram.com/thedogist/p/BYlZnZUnuDs/,https://www.instagram.com/p/BYlZnZUnuDs/,2026-06-19T22:27:09.452Z,360,62
4107,BYjxjI5HeO4,p,https://www.instagram.com/thedogist/p/BYjxjI5HeO4/,https://www.instagram.com/p/BYjxjI5HeO4/,2026-06-19T22:27:09.452Z,360,63
4108,BYjQbnZnA4A,p,https://www.instagram.com/thedogist/p/BYjQbnZnA4A/,https://www.instagram.com/p/BYjQbnZnA4A/,2026-06-19T22:27:09.453Z,360,64
4109,BYipZnDH5HX,p,https://www.instagram.com/thedogist/p/BYipZnDH5HX/,https://www.instagram.com/p/BYipZnDH5HX/,2026-06-19T22:27:09.453Z,360,65
4110,BYhH0yqnVyP,p,https://www.instagram.com/thedogist/p/BYhH0yqnVyP/,https://www.instagram.com/p/BYhH0yqnVyP/,2026-06-19T22:27:09.453Z,360,66
4111,BYglXSbHrwn,p,https://www.instagram.com/thedogist/p/BYglXSbHrwn/,https://www.instagram.com/p/BYglXSbHrwn/,2026-06-19T22:27:09.453Z,360,67
4112,BYgK_wznHML,p,https://www.instagram.com/thedogist/p/BYgK_wznHML/,https://www.instagram.com/p/BYgK_wznHML/,2026-06-19T22:27:09.454Z,360,68
4113,BYe2FokHVRI,p,https://www.instagram.com/thedogist/p/BYe2FokHVRI/,https://www.instagram.com/p/BYe2FokHVRI/,2026-06-19T22:27:09.454Z,360,69
4114,BYebGU6lTDe,p,https://www.instagram.com/thedogist/p/BYebGU6lTDe/,https://www.instagram.com/p/BYebGU6lTDe/,2026-06-19T22:27:09.454Z,360,70
4115,BYdmVJJnODq,p,https://www.instagram.com/thedogist/p/BYdmVJJnODq/,https://www.instagram.com/p/BYdmVJJnODq/,2026-06-19T22:27:09.454Z,360,71
4116,BYcWdxuH7KU,p,https://www.instagram.com/thedogist/p/BYcWdxuH7KU/,https://www.instagram.com/p/BYcWdxuH7KU/,2026-06-19T22:27:09.455Z,360,72
4117,BYbb52BHiSK,p,https://www.instagram.com/thedogist/p/BYbb52BHiSK/,https://www.instagram.com/p/BYbb52BHiSK/,2026-06-19T22:27:11.260Z,361,58
4118,BYbDDl6H2gk,p,https://www.instagram.com/thedogist/p/BYbDDl6H2gk/,https://www.instagram.com/p/BYbDDl6H2gk/,2026-06-19T22:27:11.261Z,361,59
4119,BYZe8JDHaMR,p,https://www.instagram.com/thedogist/p/BYZe8JDHaMR/,https://www.instagram.com/p/BYZe8JDHaMR/,2026-06-19T22:27:11.261Z,361,60
4120,BYZCIPpnbp5,p,https://www.instagram.com/thedogist/p/BYZCIPpnbp5/,https://www.instagram.com/p/BYZCIPpnbp5/,2026-06-19T22:27:11.261Z,361,61
4121,BYYwecGnOgt,p,https://www.instagram.com/thedogist/p/BYYwecGnOgt/,https://www.instagram.com/p/BYYwecGnOgt/,2026-06-19T22:27:11.262Z,361,62
4122,BYYepKWHUgh,p,https://www.instagram.com/thedogist/p/BYYepKWHUgh/,https://www.instagram.com/p/BYYepKWHUgh/,2026-06-19T22:27:11.262Z,361,63
4123,BYXC_WSHL6W,p,https://www.instagram.com/thedogist/p/BYXC_WSHL6W/,https://www.instagram.com/p/BYXC_WSHL6W/,2026-06-19T22:27:11.262Z,361,64
4124,BYWkKlwHh9l,p,https://www.instagram.com/thedogist/p/BYWkKlwHh9l/,https://www.instagram.com/p/BYWkKlwHh9l/,2026-06-19T22:27:11.262Z,361,65
4125,BYV9it-Hh9t,p,https://www.instagram.com/thedogist/p/BYV9it-Hh9t/,https://www.instagram.com/p/BYV9it-Hh9t/,2026-06-19T22:27:11.263Z,361,66
4126,BYUrfj1HiS0,p,https://www.instagram.com/thedogist/p/BYUrfj1HiS0/,https://www.instagram.com/p/BYUrfj1HiS0/,2026-06-19T22:27:11.263Z,361,67
